"","EEG.Anlagenschluessel","Hersteller.der.Windenergieanlage","Typenbezeichnung","Leistung","Inbetriebnahmedatum.der.Einheit","Gemeindeschluessel","Koordinate..Breitengrad..WGS84.","Koordinate..Laengengrad..WGS84.","Nabenhoehe.der.Windenergieanlage","Rotordurchmesser.der.Windenergieanlage"
"1009","","ENERCON GmbH","","2300 ","30.08.2013",7140204,"49,898822","13,690011","138.4","82"
"1010","","ENERCON GmbH","","2300 ","24.08.2013",7140204,"49,989171","13,382608","113.5","71"
"1011","","ENERCON GmbH","E-138 EP3 E2 4,2 MW","4200 ","",7231133,"49,842928","7,032266","","138"
"1012","E31102010000000000001277342500001","ENERCON GmbH","E-66","1800 ","31.12.2003",7143252,"50,727294","7,797876","114","70"
"1013","E31102010000000000001277342500002","ENERCON GmbH","E-66","1800 ","19.12.2003",7143252,"50,727333","7,803342","114","70"
"1014","E31238010000000340000004056578107","BRAUN Windturbinen GmbH","Ataris 6.5","7000 ","24.08.2013",7134056,"","","18",""
"1015","E311400100000000000W3TR0S00000552","Nordex SE","N-117","2400 ","23.01.2020",7338016,"49,527819","8,30147","141","116.8"
"1016","E31238010000000000000074058424876","Nordex SE","N90","2300 ","30.10.2006",7132039,"50,736122","7,801325","100","90"
"1017","E31238010000000000000074058424879","Nordex SE","N90","2300 ","16.10.2006",7132039,"50,734458","7,806467","100","90"
"1018","E3123801V000000000000000719641325","Nordex Energy GmbH","S70","1500 ","07.06.2001",7232120,"50,061111","6,533055","85","70"
"1019","","Nordex Energy GmbH","S70","1500 ","27.06.2001",7232120,"50,061944","6,536944","85","70"
"1020","E3123801V000000000000000719641333","Nordex Energy GmbH","S70","1500 ","10.07.2001",7232120,"50,0675","6,530833","85","70"
"1021","E3123801V000000000000000719641327","Nordex Energy GmbH","S70","1500 ","21.06.2001",7232120,"50,065","6,537777","85","70"
"1022","E3123801V000000000000000719641335","Nordex Energy GmbH","S70","1500 ","11.09.2001",7232120,"50,064166","6,531388","85","70"
"1023","E3123801V000000000000000719641330","Nordex Energy GmbH","S70","1500 ","14.06.2001",7232120,"50,068333","6,5375","85","70"
"1024","E3123801V000000000000000719641331","Nordex Energy GmbH","S70","1500 ","20.06.2001",7232120,"50,070833","6,533055","85","70"
"1025","E3123801V000000000000000719644618","Nordex Energy GmbH","S70","1500 ","16.07.2002",7232120,"50,071111","6,536666","85","70"
"1026","E3123801V000000000000000719641320","Nordex Energy GmbH","N80","2500 ","25.08.2001",7232018,"49,994444","6,525833","80","80"
"1027","E3123801V000000000000000719641323","Nordex Energy GmbH","N80","2500 ","01.09.2001",7232018,"49,997222","6,526388","80","80"
"1028","E31238010000000000000037106008008","Nordex Energy GmbH","N80","2500 ","11.09.2001",7232120,"50,05096","6,525241","80","80"
"1029","E31238010000000000000037106008010","Nordex Energy GmbH","N80","2500 ","20.09.2001",7232120,"50,046344","6,521711","80","80"
"1030","E31238010000000000000037106001302","Nordex Energy GmbH","N80","2500 ","24.09.2001",7232120,"50,046816","6,516792","80","80"
"1031","E3025401WEA0005000060110000004637","ENERCON GmbH","E-101","3050 ","24.04.2012",7336069,"49,647764","7,70905","135.4","101"
"1032","E32954010200000000003621700111221","ENERCON GmbH","E-66","1800 ","21.04.2004",7331024,"49,689498","8,106987","60","70"
"1033","E30254010000000000005230789401732","ENERCON GmbH","E-66","1800 ","16.07.2004",7335033,"49,552833","7,656802","65","66"
"1034","E30254010000000000005230789401733","ENERCON GmbH","E-66","1800 ","27.07.2004",7335033,"49,556707","7,65823","65","66"
"1035","E30254010000000000005230790601755","ENERCON GmbH","E-70 E4","2000 ","17.08.2006",7340022,"49,303426","7,616378","113.5","71"
"1036","E31238010000000000000074058424878","Nordex SE","N90","2300 ","25.11.2006",7132039,"50,733267","7,799018","100","90"
"1037","E31238010000000000000074058424880","Nordex SE","N90","2300 ","24.11.2006",7132039,"50,734357","7,788819","100","90"
"1038","E31238010000000000000074058424877","Nordex Energy GmbH","N90","2300 ","15.11.2006",7132039,"50,739006","7,800231","100","90"
"1039","","Nordex SE","N90","2300 ","24.11.2006",7132039,"50,734562","7,792964","100","90"
"1040","E31238010000000000000074058413748","Nordex SE","N90","2300 ","24.11.2006",7132039,"50,736797","7,795258","100","90"
"1041","E30254010000000000005230838106691","ENERCON GmbH","E-66/18.70","1800 ","21.12.2000",7333040,"49,677834","7,901341","98","70"
"1042","E30254010000000000005234010639491","ENERCON GmbH","E-101","3000 ","28.10.2011",7333025,"49,67732","7,90634","135","101"
"1043","E30773010000000000000000200100013","Vestas Deutschland GmbH","V80","2000 ","23.07.2003",7333025,"49,677035","7,902818","100","80"
"1044","E30773010000000000000000200100014","ENERCON GmbH","E-66/18.70","1800 ","27.10.2003",7333025,"49,678704","7,892354","98","70"
"1045","E30773010000000000000000200100015","ENERCON GmbH","E-66/18.70","1800 ","23.09.2003",7333025,"49,67524","7,895377","114","70"
"1046","E30254010000000000005234010625532","ENERCON GmbH","E-126","7580 ","24.11.2010",7333025,"49,678627","7,896039","135","126"
"1047","E3123801W000000000000115761183348","Nordex Energy GmbH","N 117-2.4","2400 ","06.03.2017",7134020,"49,644732","7,202057","141","116.8"
"1048","","Nordex Energy GmbH","N 117-2.4","2400 ","11.03.2017",7134020,"49,639491","7,206289","120","116.8"
"1049","E31495010000000000060208047600000","NEG Micon Deutschland GmbH","NM 52-0.9"," 900","27.12.2001",7141038,"50,39391","7,923868","73.8","52.2"
"1050","E31495010000000000060208047600000","NEG Micon Deutschland GmbH","NM 52-0.9"," 900","27.12.2001",7141038,"50,394061","7,930412","73.8","52.2"
"1051","E31495010000000000060208047600000","NEG Micon Deutschland GmbH","NM 52-0.9"," 900","17.12.2001",7141038,"50,397043","7,931485","73.8","52.2"
"1052","E3025401WEA0004100036890000014697","Nordex Energy GmbH","N 131-3.3","3300 ","13.02.2018",7334005,"49,084689","8,091252","134","131"
"1053","E3025401WEA0004100036890000014698","Nordex Energy GmbH","N 131-3.3","3300 ","15.03.2018",7334005,"49,083932","8,100195","134","131"
"1054","E3025401WEA0004100036890000014699","Nordex Energy GmbH","N 131-3.3","3300 ","28.12.2017",7334005,"49,081492","8,104621","134","131"
"1055","E3025401WEA0004100036890000014700","Nordex Energy GmbH","N 131-3.3","3300 ","22.03.2018",7334005,"49,080899","8,089691","134","131"
"1056","E3025401WEA0004100036890000014701","Nordex Energy GmbH","N 131-3.3","3300 ","08.03.2018",7334005,"49,07931","8,094718","134","131"
"1057","E3025401WEA0004100036890000014702","Nordex Energy GmbH","N 131-3.3","3300 ","21.12.2017",7334005,"49,078363","8,104828","134","131"
"1058","","myLEDsun","FD6.0-5kW"," ","12.11.2014",7232206,"","","7","6"
"1059","E31238010000000000000032262645172","Senvion Deutschland GmbH","3.2M114","3170 ","12.11.2013",7140158,"50,011278","7,598056","143","114"
"1060","E31238010000000000000032262645169","Senvion Deutschland GmbH","3.2M114","3170 ","05.11.2013",7140158,"50,010361","7,602861","143","114"
"1061","E31238010000000000000032262645164","Senvion Deutschland GmbH","3.2M114","3170 ","22.10.2013",7140158,"50,008833","7,606139","143","114"
"1062","","Senvion Deutschland GmbH","3.2M114","3170 ","08.01.2015",7140138,"49,989767","7,583028","143","114"
"1063","","Senvion Deutschland GmbH","3.2M114","3170 ","13.01.2015",7140138,"49,992859","7,584332","143","114"
"1064","E31238010000000000000041397917079","DeWind GmbH","D6","1250 ","21.01.2002",7233003,"50,256944","6,907222","91.5","62"
"1065","E31238010000000000000041397901547","DeWind GmbH","D6","1250 ","21.01.2002",7233037,"50,264167","6,898333","91.5","62"
"1066","E3123801V000000000000031195976471","ENERCON GmbH","E70-E4","2300 ","03.09.2013",7140204,"50,002117","7,383585","",""
"1067","E3123801V000000000000031195976470","ENERCON GmbH","","2300 ","02.09.2013",7140204,"47,589821","7,589024","138.4","82"
"1068","E3123801V000000000000014048818303","Vestas Deutschland GmbH","V90-2.0MW","2000 ","29.09.2010",7232077,"49,878922","6,511003","105","90"
"1069","E3123801V000000000000021528691907","Nordex Energy GmbH","Nordex N117","2400 ","08.05.2014",7140070,"50,048699","7,488935","141","117"
"1070","E3123801V000000000000021528692652","Nordex Energy GmbH","Nordex N117","2400 ","09.05.2014",7140070,"50,051661","7,48711","141","117"
"1071","E3123801V000000000000021528693398","REpower Systems SE","Senvion 3.2M114","3200 ","25.06.2014",7140118,"50,01749","7,551112","143","114"
"1072","E31238010000030212000001160302382","ENERCON GmbH","E 40/500 kw"," 500","22.06.1998",7233214,"50,339312","6,420661","65","40"
"1073","","Vestas Deutschland GmbH","Vestas V117","3450 ","26.04.2017",7331031,"49,742364","8,197795","141.5","117"
"1074","E31238010000000000000003031645441","Vestas Deutschland GmbH","V90","2000 ","27.12.2007",7232320,"50,179649","6,324029","105","90"
"1075","","Vestas Deutschland GmbH","Vestas V117","3450 ","30.04.2017",7331015,"49,735882","8,211308","141.5","117"
"1076","E3025401WEA0004100037110000015385","ENERCON GmbH","E-115","3000 ","07.08.2018",7333045,"49,627633","8,059418","135","115"
"1077","","Senvion Deutschland GmbH","Senvion 3.4M104","3370 ","24.08.2015",7331031,"49,737505","8,189743","128","104"
"1078","","Senvion Deutschland GmbH","Senvion 3.4M104","3370 ","03.09.2015",7331031,"49,73183","8,178306","128","104"
"1079","","Senvion Deutschland GmbH","Senvion 3.4M104","3370 ","31.08.2015",7331026,"49,746374","8,202823","128","104"
"1080","","Senvion Deutschland GmbH","Senvion 3.4M104","3370 ","01.09.2015",7331026,"49,745394","8,192415","128","104"
"1081","E3025401WEA0004100037110000015386","ENERCON GmbH","E-115","3000 ","17.08.2018",7333045,"49,623734","8,059547","135","115"
"1082","E31238010000000000000003031645438","Vestas Deutschland GmbH","V90","2000 ","18.12.2007",7232320,"50,183887","6,324464","105","90"
"1083","E3025401WEA0004100037110000015387","ENERCON GmbH","E-115","3000 ","28.06.2018",7333032,"49,620389","8,059472","135","115"
"1084","E31238010000000000000003031645434","Vestas Deutschland GmbH","V90","2000 ","13.12.2007",7232320,"50,187662","6,325893","105","90"
"1085","E31238010000000000000003031645442","","V90","2000 ","27.12.2007",7232320,"50,183529","6,329248","105","90"
"1086","E31238010000000000000003031645439","Vestas Deutschland GmbH","V90","2000 ","18.12.2007",7232320,"50,186406","6,329942","105","90"
"1087","E31238010000000000000003031645433","Vestas Deutschland GmbH","V90","2000 ","13.12.2007",7232320,"50,190417","6,332632","105","90"
"1088","E31238010000000000000003031645432","Vestas Deutschland GmbH","V90","2000 ","27.11.2007",7232320,"50,195618","6,332342","105","90"
"1089","E31238010000000000000003031635350","Vestas Deutschland GmbH","V90","2000 ","05.12.2007",7232320,"50,195398","6,341968","105","90"
"1090","E31238010000000000000003031645436","Vestas Deutschland GmbH","V90","2000 ","20.11.2007",7232320,"50,192987","6,345072","105","90"
"1091","E31238010000000000000003031645431","Vestas Deutschland GmbH","V90","2000 ","15.11.2007",7232320,"50,193575","6,336968","105","90"
"1092","E31238010000000000000003031645435","Vestas Deutschland GmbH","V90","2000 ","19.11.2007",7232320,"50,190647","6,339121","105","90"
"1093","E31238010000000000000003031645440","Vestas Deutschland GmbH","V90","2000 ","20.12.2007",7232320,"50,186505","6,342125","105","90"
"1094","E31238010000000000000003031645437","Vestas Deutschland GmbH","V90","2000 ","20.12.2007",7232320,"50,184486","6,33959","105","90"
"1095","","Nordex Energy GmbH","Nordex Delta4000 N149/5,7","5700 ","",7231035,"49,783085","6,987388","164","149.1"
"1096","","Nordex Energy GmbH","Nordex Delta4000 N149/5,7","5700 ","",7231035,"49,777318","6,982168","164","149.1"
"1097","E31238010000030212000001160302383","ENERCON GmbH","E-66/15.66","1500 ","18.10.2000",7233214,"50,337516","6,417142","65","66"
"1098","E31238010000040311000003033209143","SEEWIND Windenergiesysteme GmbH","Seewind 20 / 110"," 110","14.04.1994",7131211,"50,397525","7,156191","25","20"
"1099","E3025401WEA0005000102220000011949","ENERCON GmbH","E82; 2,3MW","2300 ","27.12.2013",7133032,"49,76563","7,870572","138","82"
"1100","E31238010000010170000002253311482","Südwind Borsig Energy GmbH","N3127/40"," ","21.04.1995",7235037,"49,71441","6,703769","40","31"
"1101","E3123801V000000000000004229050948","ENERCON GmbH","E-70 E4","2000 ","25.08.2006",7235083,"49,753735","6,85408","113","70"
"1102","E3123801V000000000000004229050950","ENERCON GmbH","E-70 E4","2000 ","12.09.2006",7235083,"49,753819","6,858425","113","70"
"1103","E3123801V000000000000004229050951","ENERCON GmbH","E-70 E4","2000 ","31.08.2006",7235083,"49,753216","6,862244","113","70"
"1104","E3123801V000000000000004229050952","ENERCON GmbH","E-70 E4","2000 ","26.09.2006",7235083,"49,751583","6,868932","113","70"
"1105","E3123801V000000000000004229050949","ENERCON GmbH","E-70 E4","2000 ","29.04.2009",7235083,"49,753749","6,865473","113","70"
"1106","E31102010000000000002001466300001","ENERCON GmbH","E-70 E4","2000 ","23.12.2010",7143315,"50,656077","8,062267","113","70"
"1107","E31102010000000000002001466300002","ENERCON GmbH","E-82","2000 ","16.12.2010",7143315,"50,660242","8,060175","108","82"
"1108","E31102010000000000002001123800001","ENERCON GmbH","E82","2000 ","03.08.2009",7143025,"50,616579","7,757758","138","82"
"1109","","Vestas Deutschland GmbH","V 126","3300 ","",7334014,"49,172377","8,246009","137","126"
"1110","E30254010000000000005232790909814","Vestas Deutschland GmbH","V90","2000 ","07.10.2008",7338023,"49,297747","8,377295","105","90"
"1111","E30254010000000000005230940406757","Vestas Deutschland GmbH","V90","2000 ","01.10.2008",7338023,"49,296821","8,383127","105","90"
"1112","E3025401WEA0000000000ESSELBORN001","Vestas Deutschland GmbH","Vestas V112-3.0MW","3075 ","16.10.2013",7331022,"49,702394","8,115272","140","112"
"1113","E31238010000000000000005883130321","Vestas Deutschland GmbH","V90","2000 ","07.11.2008",7140001,"50,04195","7,47698","105","90"
"1114","E31238010000000000000005883156156","Vestas Deutschland GmbH","V90","2000 ","07.11.2008",7140001,"50,041294","7,482628","105","90"
"1115","E31238010000000000000005883156158","Vestas Deutschland GmbH","V90","2000 ","10.11.2008",7140001,"50,044681","7,482816","105","90"
"1116","E3025401WEA0000000000ESSELBORN002","Vestas Deutschland GmbH","Vestas V112-3.0MW","3075 ","17.10.2013",7331022,"49,699907","8,108869","140","112"
"1117","E31238010000000000000005883156161","Vestas Deutschland GmbH","V90","2000 ","12.11.2008",7140147,"50,04431","7,47803","105","90"
"1118","E31238010000000000000005883156166","Vestas Deutschland GmbH","V90","2000 ","10.11.2008",7140147,"50,051917","7,47656","105","90"
"1119","E31238010000000000000005883156165","Vestas Deutschland GmbH","V90","2000 ","12.11.2008",7140147,"50,049247","7,477246","105","90"
"1120","E31238010000000000000005883156162","Vestas Deutschland GmbH","V90","2000 ","14.11.2008",7140147,"50,046803","7,477171","105","90"
"1121","E31238010000000000000055084518905","ENERCON GmbH","E82","2300 ","27.07.2012",7232223,"50,217692","6,508723","84","82"
"1122","E31238010000000000000055084501543","ENERCON GmbH","E66-18.70","1800 ","23.12.2003",7232305,"50,218767","6,519803","86","70"
"1123","E31238010000000000000055084518903","ENERCON GmbH","E66-18.70","1800 ","30.03.2003",7232223,"50,218234","6,516267","86","70"
"1124","E30254010WEA2OBERNDORF0FLUR306006","GE Renewable Germany GmbH","GE 2.5-120","2750 ","01.09.2014",7333055,"49,704111","7,830056","139","120"
"1125","E31238010000000000000067358518954","ENERCON GmbH","E-40/6.44"," 600","20.09.2005",7232021,"49,96434","6,366736","65","44"
"1126","E31238010000000000000067358518955","ENERCON GmbH","E-40/6.44"," 600","29.09.2005",7232021,"49,96553","6,369426","65","44"
"1127","E31238010000000000000073171622754","Fuhrländer AG","FL MD 77","1500 ","21.12.2006",7135039,"50,027785","7,323162","85","77"
"1128","E31238010000000000000073171622755","Fuhrländer AG","FL MD 77","1500 ","19.12.2006",7135039,"50,027576","7,329605","85","77"
"1129","E31238010000000000000067358518956","ENERCON GmbH","E-40/6.44"," 600","21.09.2005",7232021,"49,961709","6,363417","65","44"
"1130","E31238010000000000000067358518958","ENERCON GmbH","E-40/6.44"," 600","15.09.2005",7232021,"49,963365","6,36201","65","44"
"1131","E32954010200000000003620500513047","Vestas Deutschland GmbH","V90","2000 ","01.04.2009",7331037,"49,654587","8,26968","105","90"
"1132","E32954010200000000003620500513048","Vestas Deutschland GmbH","V90","2000 ","08.04.2009",7331037,"49,655679","8,277489","105","90"
"1133","E32954010200000000003620500513049","Vestas Deutschland GmbH","V90","2000 ","02.04.2009",7331037,"49,658476","8,276118","105","90"
"1134","E31102010000000000001274443300001","ENERCON GmbH","E40"," 500","07.03.1996",7143243,"50,6675","8,0347","65","40"
"1135","E31102010000000000001274441700001","Vestas Deutschland GmbH","V39"," 500","15.12.1994",7143243,"50,6671","8,0304","53","39"
