"","EEG.Anlagenschluessel","Hersteller.der.Windenergieanlage","Typenbezeichnung","Leistung","Inbetriebnahmedatum.der.Einheit","Gemeindeschluessel","Koordinate..Breitengrad..WGS84.","Koordinate..Laengengrad..WGS84.","Nabenhoehe.der.Windenergieanlage","Rotordurchmesser.der.Windenergieanlage"
"1184","E3025401WEA0005000000KOLLWEILER01","ENERCON GmbH","E 101","3050 ","24.07.2014",7335019,"49,526119","7,588366","135.4","101"
"1185","E3025401WEA0005000000KOLLWEILER02","ENERCON GmbH","E 101","3050 ","24.07.2014",7335019,"49,525471","7,581033","135.4","101"
"1186","E32954010200000000003617500011225","ENERCON GmbH","E-48"," 800","29.12.2005",7331003,"49,758895","8,058564","76","48"
"1187","E32954010200000000003617500011223","ENERCON GmbH","E-48"," 800","12.01.2006",7331003,"49,761338","8,059445","76","48"
"1188","E31238010000000000000036447701507","Nordex Energy GmbH","S70","1500 ","19.06.2001",7140084,"50,132128","7,590078","65","70"
"1189","E30254010000000000005234239828156","ENERCON GmbH","E82","2000 ","29.12.2010",7332010,"49,586054","8,278192","108","82"
"1190","E31238010000030212000002017518048","Fuhrländer AG","FL1000","1000 ","19.12.2000",7233242,"50,24601","6,421906","70","54"
"1191","E32954010200000000003613500211219","ENERCON GmbH","E-66/18.70","1800 ","18.07.2002",7339015,"49,786068","8,280845","65","70"
"1192","E32954010200000000003613500211219","ENERCON GmbH","E-58","1000 ","31.12.2002",7339015,"49,787573","8,280294","70","58"
"1193","E32954010200000000003613500211219","ENERCON GmbH","E-58","1000 ","24.12.2002",7339015,"49,78919","8,280917","70","58"
"1194","E32954010200000000003613500211219","ENERCON GmbH","E-58","1000 ","27.12.2002",7339015,"49,789601","8,275086","70","58"
"1195","E32954010200000000003613500211219","ENERCON GmbH","E-58","1000 ","20.12.2002",7339015,"49,784283","8,275704","70","58"
"1196","E32954010200000000003621301811210","ENERCON GmbH","E-40/6.44"," 600","25.07.2000",7339017,"49,915677","8,22528","65","44"
"1197","E30254010000000000005230789807055","Fuhrländer AG","FL MD 77","1500 ","27.09.2005",7337039,"49,167872","8,247555","100","77"
"1198","","Vestas Deutschland GmbH","V126","3300 ","",7335033,"49,549607","7,65499","137","126"
"1199","E3025401PVA0000000000009000011337","ENERCON GmbH","E-101","3000 ","20.06.2013",7335205,"49,511284","7,88393","135","101"
"1200","","Vestas Deutschland GmbH","V-136","3450 ","",7331027,"49,426786","8,311797","149","136"
"1201","","Vestas Deutschland GmbH","V-136","3450 ","",7331044,"49,422242","8,318533","149","136"
"1202","","Vestas Deutschland GmbH","V-136","3450 ","",7331027,"49,423569","8,346487","149","136"
"1203","","Vestas Deutschland GmbH","V-136","3450 ","",7331044,"49,425445","8,436048","149","136"
"1204","","Vestas Deutschland GmbH","V-136","3450 ","",7331027,"49,4312","8,419801","149","136"
"1205","E30254010000000000005230789801746","Fuhrländer AG","FL MD 77","1500 ","30.09.2005",7337039,"49,168084","8,251131","100","77"
"1206","E30254010000000000005230789801747","Fuhrländer AG","FL MD 77","1500 ","10.10.2005",7337039,"49,165615","8,25461","100","77"
"1207","E31238010000000000000028780032674","ENERCON GmbH","E 101","3050 ","02.09.2015",7137025,"50,32","7,13","149","101"
"1208","E31238010000000000000028780058403","ENERCON GmbH","E-101","3050 ","26.06.2015",7137025,"50,32","7,14","149","101"
"1209","E31102010000000000001274409300001","Fuhrländer AG","Fuhrländer FL250"," 250","26.10.1998",7143253,"50,270108","7,97512","41.5",""
"1210","E31238010000000000000028780058402","ENERCON GmbH","e-101","3050 ","01.07.2015",7137025,"50,33","7,14","149","101"
"1211","E31238010000000000000028780058404","ENERCON GmbH","E-101","3050 ","27.06.2015",7137025,"50,32","7,14","149","101"
"1212","E31238010000000000000028780080833","ENERCON GmbH","E-101","3050 ","29.06.2015",7137025,"50,33","7,14","149","101"
"1213","E31238010000000000000017901225112","Senvion Deutschland GmbH","RE3.4M104","3400 ","25.02.2012",7331003,"49,75531","8,05962","128","104"
"1214","E31238010000000000000017901225109","Senvion Deutschland GmbH","RE3.4M104","3400 ","25.02.2012",7331003,"49,75874","8,0526","128","104"
"1215","E31238010000000000000017901225108","Senvion Deutschland GmbH","RE3.4M104","3400 ","30.01.2012",7331003,"49,77034","8,06404","128","104"
"1216","E31238010000000000000017901225106","Senvion Deutschland GmbH","RE3.4M104","3400 ","15.01.2012",7331003,"49,76888","8,05842","128","104"
"1217","E31238010000000000000017901225107","Senvion Deutschland GmbH","RE3.4M104","3400 ","13.02.2012",7331003,"49,76369","8,06296","128","104"
"1218","E31238010000000000000017901225110","Senvion Deutschland GmbH","RE3.4M104","3400 ","17.02.2012",7331003,"49,7656","8,05962","128","104"
"1219","E31238010000000000000017901225101","Senvion Deutschland GmbH","RE3.4M104","3400 ","11.02.2012",7331003,"49,76506","8,05435","128","104"
"1220","E31238010000000000000017901253468","Senvion Deutschland GmbH","RE3.4M104","3400 ","06.09.2012",7331003,"49,76761","8,06261","128","104"
"1221","E31238010000000000000017901225115","Senvion Deutschland GmbH","RE3.4M104","3400 ","15.08.2012",7331003,"49,76199","8,05416","128","104"
"1222","E31238010000000000000017901225111","Senvion Deutschland GmbH","RE3.4M104","3400 ","11.02.2012",7331003,"49,76755","8,06719","128","104"
"1223","E31238010000000000000013823917675","ENERCON GmbH","E-82 E2","2300 ","27.05.2011",7339062,"49,9765","7,78238","138","82"
"1224","E31238010000030212000001164301226","ENERCON GmbH","E40"," 500","06.06.1997",7233214,"50,2017","6,2518","63","40.3"
"1225","E31238010000000000000013823917677","ENERCON GmbH","E-82 E2","2300 ","26.05.2011",7339062,"49,97496","7,79034","138","82"
"1226","E31238010000000000000013823905752","ENERCON GmbH","E-82 E2","2300 ","18.05.2011",7339062,"49,97566","7,78635","138","82"
"1227","E31238010000000000000013823917678","ENERCON GmbH","E-82 E2","2300 ","18.05.2011",7339062,"49,97298","7,79178","138","82"
"1228","E31238010000000000000013823920866","ENERCON GmbH","E-101","3050 ","26.10.2012",7339062,"49,97208","7,79765","135","101"
"1229","E31238010000000000000009948159613","Vestas Deutschland GmbH","V-90","2000 ","10.12.2009",7140153,"50,09362","7,40648","105","90"
"1230","E31238010000000000000009948159604","Vestas Deutschland GmbH","V-90","2000 ","08.12.2009",7140153,"50,08938","7,40991","105","90"
"1231","E31238010000000000000009948159616","Vestas Deutschland GmbH","V-90","2000 ","15.12.2009",7140153,"50,0919","7,40939","105","90"
"1232","E31060010000000094100993300100653","ENERCON GmbH","E-82 E2","2000 ","22.01.2010",7339032,"49,94255","8,23876","108","82"
"1233","E33079010000000060019115990010654","ENERCON GmbH","E-82 E2","2000 ","11.03.2010",7339032,"49,93989","8,23729","108","82"
"1234","E31060010000000094100991100100155","ENERCON GmbH","E-82","2000 ","18.10.2006",7315000,"49,93926","8,24093","108","82"
"1235","E31060010000000094100992100100378","ENERCON GmbH","E-82","2000 ","08.11.2006",7315000,"49,93844","8,24408","108","82"
"1236","E30254010000000000005233432816109","Vestas Deutschland GmbH","V-90","2000 ","28.11.2009",7340226,"49,21603","7,49013","105","90"
"1237","E30254010000000000005233432816110","Vestas Deutschland GmbH","V-90","2000 ","01.12.2009",7340226,"49,21436","7,49281","105","90"
"1238","E3025401WEA0004100033710000013499","Vestas Deutschland GmbH","V112-3.0 MW","3075 ","03.12.2015",7333076,"49,680895","8,106957","140","112"
"1239","E33021012000000000000000406309261","ENERCON GmbH","E 82","2300 ","27.12.2013",7134029,"49,579717","7,212021","138","82"
"1240","E3025401WEA0004100051000000017300","ENERCON GmbH","E-115","3000 ","22.05.2020",7336091,"49,518511","7,406528","149.08","115.71"
"1241","E3025401WEA0004100051000000017301","ENERCON GmbH","E-115","3000 ","22.05.2020",7336091,"49,514409","7,408991","149.08","115.71"
"1242","E33021012000000000000000406309262","ENERCON GmbH","E 82","2300 ","06.02.2014",7134029,"49,578707","7,202786","138","82"
"1243","E33021011000000000000000406300002","ENERCON GmbH","E 82","2300 ","25.04.2017",7134029,"49,578707","7,202786","138","82"
"1244","E31238010000000000000001171704502","ENERCON GmbH","E 101","3050 ","10.12.2014",7134002,"49,627821","7,068706","135","101"
"1245","E31238010000000000000001171796208","ENERCON GmbH","E 101","3050 ","26.11.2014",7134002,"49,635112","7,063023","135","101"
"1246","E31238010000000000000001171796209","ENERCON GmbH","E 101","3050 ","07.12.2014",7134002,"49,635238","7,067844","135","101"
"1247","E31238010000000000000001171796211","ENERCON GmbH","E 101","3050 ","31.12.2014",7134002,"49,634587","7,072107","135","101"
"1248","E31238010000000000000001172292049","ENERCON GmbH","E 92","2350 ","11.09.2014",7134053,"49,612571","7,080439","138","92"
"1249","","ENERCON GmbH","E 101","3050 ","25.07.2014",7134053,"49,61015","7,081672","135","101"
"1250","E31238010000000000000001172292046","ENERCON GmbH","E 101","3050 ","24.07.2014",7134053,"49,607316","7,08449","135","101"
"1251","E31238010000000000000001172292050","ENERCON GmbH","E 92","2350 ","04.08.2014",7134053,"49,603713","7,08449","138","92"
"1252","E31238010000000000000001172292048","ENERCON GmbH","E 101","3050 ","15.07.2014",7134053,"49,615259","7,081397","135","101"
"1253","E31238010000000000000001172031041","ENERCON GmbH","E 92","2350 ","16.12.2014",7134010,"49,628894","7,146748","138","92"
"1254","E31238010000000000000001172096212","ENERCON GmbH","E 92","2350 ","17.12.2014",7134010,"49,62612","7,14659","138","92"
"1255","E31238010000000000000001172096213","ENERCON GmbH","E 92","2350 ","19.12.2014",7134010,"49,624972","7,153543","138","92"
"1256","E3123801W000000000000112910108114","ENERCON GmbH","E 92","2350 ","01.12.2017",7134034,"49,69311","7,17386","138","92"
"1257","E31238010000030212000001161109134","ENERCON GmbH","E 40"," 500","06.07.1998",7233214,"50,345261","6,423824","63","40.3"
"1258","E30254010000000000005230789408782","ENERCON GmbH","E 70","2300 ","08.01.2009",7336086,"49,605","7,65509","65","70"
"1259","E30254010000000000005230789408818","ENERCON GmbH","E 70","2300 ","13.01.2009",7336085,"49,60801","7,65637","65","70"
"1260","E30254010000000000005230789408838","ENERCON GmbH","E 70","2300 ","14.01.2009",7336036,"49,61113","7,66179","65","70"
"1261","E30254010000000000005232855709020","ENERCON GmbH","E 70","2300 ","12.01.2009",7336036,"49,60921","7,66289","65","70"
"1262","E30254010000000000005230823402040","ENERCON GmbH","E 40/6.44"," 600","28.12.2004",7336074,"49,686775","7,666451","78","44"
"1263","E30254010000000000005230823407054","ENERCON GmbH","E 40/6.44"," 600","28.12.2004",7336074,"49,685214","7,665335","78","44"
"1264","E30254010000000000005232855709017","ENERCON GmbH","E 70","2300 ","27.02.2009",7340221,"49,172108","7,466173","98","71"
"1265","E30254010000000000005232855709018","ENERCON GmbH","E 70","2300 ","04.03.2009",7340221,"49,170805","7,469643","98","71"
"1266","E30254010000000000005232855709019","ENERCON GmbH","E 82","2000 ","03.03.2009",7340221,"49,170418","7,473716","98","82"
"1267","E30254010000000000005232855709020","ENERCON GmbH","E 82","2000 ","27.02.2009",7340221,"49,169497","7,477531","98","82"
"1268","E30254010000000000005230789801749","Fuhrländer AG","FL MD 77","1500 ","22.10.2005",7337039,"49,165163","8,25836","100","77"
"1269","E30254010000000000005230789801748","Fuhrländer AG","FL MD 77","1500 ","12.10.2005",7334025,"49,163768","8,260973","100","77"
"1270","E30254010000000000005230789801750","Fuhrländer AG","FL MD 77","1500 ","17.02.2006",7334025,"49,164089","8,264848","100","77"
"1271","E30254010000000000005230791001764","GE Renewable Germany GmbH","77 1,5","1500 ","15.09.2004",7334020,"49,079857","8,158007","100","77"
"1272","E30254010000000000005230791006703","GE Renewable Germany GmbH","77 1,5","1500 ","22.09.2004",7334020,"49,082963","8,147428","100","77"
"1273","E30254010000000000005230791001763","GE Renewable Germany GmbH","77 1,5","1500 ","14.09.2004",7334020,"49,081483","8,152292","100","77"
"1274","E30254010000000000005230791001762","GE Renewable Germany GmbH","77 1,5","1500 ","22.09.2004",7334020,"49,081286","8,155437","100","77"
"1275","E30254010000000000005230791008781","Vestas Deutschland GmbH","V 90","2000 ","12.02.2009",7334020,"49,085519","8,147192","105","90"
"1276","E3025401WEA0004100033940000014136","Vestas Deutschland GmbH","V 126","3300 ","28.12.2016",7340017,"49,245321","7,584188","137","126"
"1277","E30254010000000000005230789401735","ENERCON GmbH","E 66/20.70","2000 ","30.11.2004",7332009,"49,576873","7,731607","98","77"
"1278","E30254010000000000005230789401734","ENERCON GmbH","E-66/20.70","2000 ","03.12.2004",7332009,"49,577773","7,729247","98","70"
"1279","E3025401WEA0004100033940000014137","Vestas Deutschland GmbH","V 126","3300 ","22.12.2016",7317000,"49,24218","7,587025","137","123"
"1280","E3025401WEA0004100033940000014138","Vestas Deutschland GmbH","V 126","3300 ","15.12.2016",7317000,"49,245112","7,594348","137","126"
"1281","E30254010000000000005230789401741","ENERCON GmbH","E-70-E4","2000 ","22.03.2006",7332009,"49,586589","7,720637","98","70"
"1282","E30254010000000000005230789401736","ENERCON GmbH","E-66/20.70","2000 ","24.03.2005",7332009,"49,584024","7,731049","98","70"
"1283","E30254010000000000005230789401737","ENERCON GmbH","E-66/20.70","2000 ","24.03.2005",7332009,"49,585967","7,731109","98","70"
"1284","E30254010000000000005230789401743","ENERCON GmbH","E-70-E4","2000 ","24.05.2006",7332009,"49,586613","7,727745","98","70"
"1285","E30254010000000000005230789401739","ENERCON GmbH","E70-E4","2000 ","17.05.2006",7332009,"49,583218","7,723228","98","70"
"1286","E30254010000000000005230789401738","ENERCON GmbH","E-70-E4","2000 ","07.04.2006",7332009,"49,584602","7,720648","98","70"
"1287","E30254010000000000005230789401742","ENERCON GmbH","E70-E4","2000 ","08.05.2006",7332009,"49,587505","7,724652","98","70"
"1288","E30254010000000000005230789401740","ENERCON GmbH","E-70-E4","2000 ","30.03.2006",7332009,"49,588547","7,720517","98","70"
"1289","E30254010000000000005232263805059","Vestas Deutschland GmbH","V90","2000 ","04.03.2008",7337061,"49,170983","8,20202","105","90"
"1290","E30254010000000000005232263805061","Vestas Deutschland GmbH","V90","2000 ","08.03.2008",7337061,"49,169503","8,205116","105","90"
"1291","E30254010000000000005232263805060","Vestas Deutschland GmbH","V90","2000 ","17.03.2008",7337061,"49,167192","8,2064","105","90"
"1292","E31238010000000000000073171630136","ENERCON GmbH","E-48"," 800","19.12.2006",7135070,"50,024803","7,323736","76.8","48"
"1293","E31238010000000000000073171630138","ENERCON GmbH","E-48"," 800","15.09.2006",7135070,"50,023657","7,324877","76.8","48"
"1294","E31238010000000000000073171630139","ENERCON GmbH","E-48"," 800","22.12.2006",7135070,"50,022799","7,326723","76.8","48"
"1295","E31238010000000000000073171630140","ENERCON GmbH","E-48"," 800","20.09.2006",7135070,"50,022414","7,328932","76.8","48"
"1296","E31238010000000000000073171630141","ENERCON GmbH","E-48"," 800","22.09.2006",7135070,"50,02534","7,329403","76.8","48"
"1297","E31238010000000000000073171654995","ENERCON GmbH","E-53"," 800","04.08.2009",7135071,"50,022667","7,339028","76","52.9"
"1298","E31238010000000000000073171654996","ENERCON GmbH","E-53"," 800","06.08.2009",7135071,"50,023428","7,344003","76","52.9"
"1299","E31238010000000000000073171654997","ENERCON GmbH","E-53"," 800","19.08.2009",7135071,"50,024742","7,343035","76","52.9"
"1300","E31238010000000000000019260122470","REpower Systems SE","MM-92","2050 ","15.03.2012",7137089,"50,30129","7,250016","100.38","92.5"
"1301","E31238010000000000000019260122807","REpower Systems SE","MM-92","2050 ","17.03.2012",7137089,"50,296742","7,251581","100.38","92.5"
"1302","E31238010000000000000019260122805","REpower Systems SE","MM-92","2050 ","22.03.2012",7137089,"50,30036","7,260337","100.38","92.5"
"1303","E31238010000000000000019260122806","REpower Systems SE","MM-92","2050 ","17.03.2012",7137089,"50,297965","7,263165","100.38","92.5"
"1304","","Vestas Deutschland GmbH","V112","3450 ","",7340017,"49,285295","7,559293","140","112"
"1305","E31238010000000000000019260122808","REpower Systems SE","MM-92","2050 ","19.03.2012",7137089,"50,30416","7,278671","100.38","92.5"
"1306","","Vestas Deutschland GmbH","V112","3450 ","",7340017,"49,301546","7,56834","140","112"
"1307","","Vestas Deutschland GmbH","V126","3300 ","10.06.2020",7135053,"50,14826","7,330092","149","126"
"1308","","Vestas Deutschland GmbH","V126","3300 ","10.06.2020",7135053,"50,145599","7,323354","149","126"
"1309","","Vestas Deutschland GmbH","V126","3300 ","10.06.2020",7135053,"50,14406","7,31648","149","126"
"1310","","Vestas Deutschland GmbH","V126","3300 ","10.06.2020",7135053,"50,141466","7,317466","149","126"
"1311","","Vestas Deutschland GmbH","V126","3300 ","22.05.2020",7135053,"50,139864","7,324254","149","126"
"1312","E31238010000000000000074530128826","Fuhrländer AG","MD77","1500 ","25.10.2006",7232300,"50,211117","6,478267","100","77"
"1313","E33079010000000100000002737200289","ENERCON GmbH","E-115","3000 ","28.02.2017",7339032,"49,93545","8,237018","135","115"
"1314","E3025401WEA0004100036770000014395","Vestas Deutschland GmbH","V126 - 3,3","3300 ","12.05.2017",7333083,"49,765238","7,858052","137","126"
"1315","E3025401WEA0004100036770000014396","Vestas Deutschland GmbH","V126 - 3,3","3300 ","12.05.2017",7333083,"49,762742","7,862179","137","126"
"1316","E3123801W000000000000131851180600","Vestas Deutschland GmbH","V126-3.0","3300 ","22.12.2016",7336084,"49,55162","7,283568","137","126"
"1317","E31102010000000000002000196200001","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,654519","8,099289","100","77"
"1318","E31102010000000000002000196200002","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,653786","8,101897","100","77"
"1319","E31102010000000000002000196200003","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,653028","8,105739","100","77"
"1320","E31102010000000000002000196200004","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,652394","8,109406","100","77"
"1321","E31102010000000000002000196200005","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,651914","8,113228","100","77"
"1322","E31102010000000000002000196200006","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,65025","8,117819","100","77"
"1323","E31102010000000000002000196200007","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,651444","8,100603","100","77"
"1324","E31102010000000000002000196200008","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,650856","8,104069","100","77"
"1325","E31102010000000000002000196200010","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,650878","8,106461","100","77"
"1326","E31102010000000000002000196200011","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,650183","8,107217","100","77"
"1327","E31102010000000000002000196200009","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,649344","8,104439","100","77"
"1328","E31102010000000000002000196200012","Fuhrländer AG","FL MD 77","1500 ","17.12.2004",7143302,"50,650742","8,107611","100","77"
"1329","E31238010000000000000037435291691","Nordex Energy GmbH","Nordex N117","2400 ","24.11.2015",7140503,"50,099252","7,369551","141","117"
"1330","E31238010000000000000037435291689","Nordex Energy GmbH","Nordex N117","2400 ","23.11.2015",7140503,"50,094542","7,36086","141","117"
"1331","E31238010000000000000037435291690","Nordex Energy GmbH","Nordex N117","2400 ","23.11.2015",7140503,"50,088092","7,352511","141","117"
"1332","E3123801V000000000000047525090951","Vestas Deutschland GmbH","V112-3,3 MW","3300 ","19.08.2016",7231058,"49,830822","6,983196","140","112"
"1333","E3123801V000000000000047525090958","Vestas Deutschland GmbH","V112-3,3 MW","3300 ","15.08.2016",7231058,"49,828231","6,985751","140","112"
"1334","E3123801V000000000000047525090957","Vestas Deutschland GmbH","V112-3,3 MW","3300 ","15.08.2016",7231058,"49,825686","6,988916","140","112"
"1335","E3123801V000000000000047525090955","Vestas Deutschland GmbH","V112-3,3 MW","3300 ","21.09.2016",7231058,"49,82777","6,965524","140","112"
"1336","E3123801V000000000000047525090959","Vestas Deutschland GmbH","V112-3,3 MW","3300 ","21.09.2016",7231058,"49,824933","6,971011","140","112"
"1337","E3123801V000000000000047525090956","Vestas Deutschland GmbH","V112-3,3 MW","3300 ","29.08.2016",7231058,"49,823842","6,976507","140","112"
"1338","E3123801V000000000000047525090953","Vestas Deutschland GmbH","V112-3,3 MW","3300 ","26.09.2016",7231058,"49,82445","6,964982","140","112"
"1339","E3123801V000000000000047525090954","Vestas Deutschland GmbH","V112-3,3 MW","3300 ","15.09.2016",7231058,"49,832005","6,976208","140","112"
"1340","E3123801V000000000000047525090952","Vestas Deutschland GmbH","V112-3,3 MW","3300 ","30.08.2016",7231058,"49,828878","6,977465","140","112"
"1341","E31238010000000000000031365816065","ENERCON GmbH","E-82 E2","2300 ","18.12.2014",7235137,"49,773305","6,563633","108","82"
"1342","E31238010000000000000031365816050","ENERCON GmbH","E-82 E2","2300 ","18.12.2014",7235137,"49,772958","6,56667","108","82"
"1343","E31238010000000000000003290216178","Gamesa Corporación Tecnológica S.A.","G80","2000 ","05.02.2008",7232329,"50,191909","6,246049","78","80"
"1344","E30254010000000000005230876501820","ENERCON GmbH","E-40/6.44 E2"," 600","07.05.2002",7336069,"49,6504","7,6976","65","44"
"1345","E30254010000000000005230888706707","ENERCON GmbH","E-66/18.70-3","1800 ","11.12.2003",7336069,"49,6523","7,7038","98","70"
"1346","E31238010000000000000003290245026","Gamesa Corporación Tecnológica S.A.","G80","2000 ","05.01.2008",7232329,"50,1872","6,241669","100","80"
"1347","E31238010000000000000003290245027","Gamesa Corporación Tecnológica S.A.","G80","2000 ","06.02.2008",7232329,"50,189603","6,241374","100","80"
"1348","E31238010000000000000003290245028","Gamesa Corporación Tecnológica S.A.","G80","2000 ","16.06.2008",7232329,"50,191208","6,238743","100","80"
"1349","E31238010000000000000003290245029","Gamesa Corporación Tecnológica S.A.","G87","2000 ","30.12.2007",7232329,"50,191754","6,213214","100","87"
"1350","E31238010000000000000003290245031","Gamesa Corporación Tecnológica S.A.","G87","2000 ","20.12.2007",7232329,"50,19432","6,210596","100","87"
"1351","E31238010000000000000009847346438","Nordex Energy GmbH","N90","2500 ","17.12.2009",7135093,"50,220924","7,208903","100","90"
"1352","E31238010000000000000009847346441","Nordex Energy GmbH","N90","2500 ","08.12.2009",7135093,"50,220301","7,213584","100","90"
"1353","E31238010000000000000009847346442","Nordex Energy GmbH","N90","2500 ","17.12.2009",7135093,"50,217923","7,20431","100","90"
"1354","E31238010000000000000009847346443","Nordex Energy GmbH","N90","2500 ","15.12.2009",7135093,"50,217462","7,209056","100","90"
"1355","E31238010000000000000009847346444","Nordex Energy GmbH","N90","2500 ","14.12.2009",7135093,"50,214479","7,18508","100","90"
"1356","E31238010000000000000009847346445","Nordex Energy GmbH","N90","2500 ","25.06.2010",7135011,"50,223249","7,214657","100","90"
"1357","E32954010000000000003616703100003","ENERCON GmbH","E101","3050 ","17.12.2014",7339024,"49,786923","8,319349","135.4","101"
"1358","E31238010000030212000001442711726","Nordex SE","Nordex N-29"," 250","01.11.1994",7232234,"50,14475","6,16678","50","29"
"1359","E30254010000000000005230787606677","Vestas Deutschland GmbH","V66","1650 ","06.12.2000",7340053,"49,149563","7,574961","67","66"
"1360","E30254010000000000005231607403543","Vestas Deutschland GmbH","V66","1650 ","19.10.2000",7333038,"49,58767","8,079197","67","66"
"1361","E31238010000000000000036889601506","GE Wind Energy GmbH","GE 1.5s","1500 ","26.07.2001",7133024,"49,708969","7,63143","65","70"
"1362","E31238010000000000000036889621300","GE Wind Energy GmbH","GE 1.5s","1500 ","01.08.2001",7133024,"49,709377","7,62458","65","70"
"1363","E3025401WEA0004100033920000014067","Vestas Deutschland GmbH","V112","3300 ","29.09.2016",7340016,"49,309454","7,64019","140","112"
"1364","E3025401WEA0004100033920000014068","Vestas Deutschland GmbH","V112","3300 ","29.09.2016",7340016,"49,306378","7,643787","140","112"
"1365","E3025401WEA0004100033920000014069","Vestas Deutschland GmbH","V112","3300 ","29.09.2016",7340016,"49,299569","7,648181","140","112"
"1366","E31238010000000000000033333326371","Vestas Deutschland GmbH","V112","3075 ","31.10.2014",7140131,"50,078615","7,466987","140","112"
"1367","E31238010000000000000033333324829","Vestas Deutschland GmbH","V112","3075 ","06.11.2014",7140131,"50,07958","7,472659","140","112"
"1368","E31238010000020170000009529434417","Nordex Energy GmbH","N62/1300","1300 ","28.06.2002",7232502,"49,970008","6,346912","69","62"
"1369","E31238010000020170000009529434415","Nordex Energy GmbH","N62/1300","1300 ","28.06.2002",7232022,"49,968564","6,347789","69","62"
"1370","E31495010000000000060208047000000","Fuhrländer AG","FL1000","1000 ","27.09.2001",7141011,"50,242807","7,965243","70","54"
"1371","E31495010000000000060208047000000","Fuhrländer AG","FL1000","1000 ","27.09.2001",7141011,"50,24443","7,973163","70","54"
"1372","E31495010000000000060208047000000","Fuhrländer AG","FL1000","1000 ","27.09.2001",7141011,"50,243078","7,974453","70","54"
"1373","E31238010000050311000000236501176","Tacke GmbH & Co. KG","GEWE K600"," 600","20.08.1996",7135075,"50,239356","7,236769","60","43"
"1374","E31238010000050311000000236518006","Tacke GmbH & Co. KG","GEWE K600"," 600","20.08.1996",7135075,"50,238397","7,241017","60","43"
"1375","E31238010000050311000000236518007","Tacke GmbH & Co. KG","GEWE K600"," 600","20.08.1996",7135075,"50,240206","7,244317","60","43"
"1376","E31238010000050311000000236518008","Tacke GmbH & Co. KG","GEWE K600"," 600","20.08.1996",7135075,"50,241889","7,242742","60","43"
"1377","E31238010000000000000074058413748","Nordex Energy GmbH","N 90","2300 ","24.11.2006",7132039,"50,734357","7,788819","100","90"
"1378","E31238010000000000000074058424875","Nordex Energy GmbH","N 90","2300 ","24.11.2006",7132039,"50,734458","7,806467","100","90"
"1379","E31238010000000000000074058424876","Nordex Energy GmbH","N 90","2300 ","30.10.2006",7132039,"50,736122","7,801325","100","90"
"1380","E31238010000000000000074058424877","Nordex Energy GmbH","N 90","2300 ","09.11.2006",7132039,"50,733267","7,799018","100","90"
"1381","E31238010000000000000074058424878","Nordex Energy GmbH","N 90","2300 ","25.10.2006",7132039,"50,734562","7,792964","100","90"
"1382","E31238010000000000000074058424879","Nordex Energy GmbH","N 90","2300 ","16.10.2006",7132039,"50,736797","7,795258","100","90"
"1383","E31238010000000000000074058424880","Nordex Energy GmbH","N 90","2300 ","24.11.2006",7132039,"50,739006","7,800231","100","90"
"1384","E30254010000000000005233312514223","ENERCON GmbH","E82","2000 ","26.10.2009",7336003,"49,560905","7,427893","108","82"
"1385","E30254010000000000005233312514224","ENERCON GmbH","E82","2000 ","03.11.2009",7336003,"49,563606","7,422525","108","82"
"1386","E30254010000000000005233312514225","ENERCON GmbH","E82","2000 ","03.11.2009",7336003,"49,560124","7,422714","108","82"
"1387","E30254010000000000005233312514226","ENERCON GmbH","E82","2000 ","12.10.2009",7336003,"49,557391","7,421888","108","82"
"1388","E31102010000000000002001749800001","ENERCON GmbH","E 53"," 800","29.12.2011",7143252,"50,725391","7,802329","73","53"
"1389","E31102010000000000002001749800002","ENERCON GmbH","E 53"," 800","29.12.2011",7143252,"50,725213","7,795547","73","53"
"1390","E31654010000000000000031736000961","Nordex Energy GmbH","N 90","2300 ","29.12.2006",7134026,"49,576389","7,271667","100","90"
"1391","E33021010000000000000031736002135","Nordex Energy GmbH","N 90","2300 ","22.12.2006",7134026,"49,573889","7,266667","100","90"
"1392","E33021010000000000000031736002136","Nordex Energy GmbH","N 90","2300 ","27.02.2007",7134026,"49,571389","7,264722","105","90"
"1393","E33021010000000000000031736002137","Nordex Energy GmbH","N 90","2300 ","08.03.2007",7134021,"49,551944","7,276667","105","100"
"1394","E33021010000000000000031736002138","Nordex Energy GmbH","N 90","2300 ","29.03.2007",7134021,"49,549444","7,276389","105","90"
