gemeinde,vg,kreis,datum,nennleist,nabenhoehe,rotor,gesamthoeh,bemerkung,planstd,gem_neu,xcoord,ycoord
Großniedesheim,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2000",100.00,80.00,140.00,WKA Nr.8,am Netz,"733806009",448799,5492315
Großniedesheim,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2400",120.00,116.80,178.40,WEA  Großniedesheim,am Netz,"733806009",449294,5492918
Gumbsheim,VG Wöllstein,LK Alzey-Worms,0001/01/01,"2400",145.00,109.00,199.50,WEA 21-j,am Netz,"733105035",428587,5518182
Gumbsheim,VG Wöllstein,LK Alzey-Worms,0001/01/01,"2400",145.00,109.00,199.50,WEA 11-j,am Netz,"733105035",428200,5519031
Gumbsheim,VG Wöllstein,LK Alzey-Worms,0001/01/01,"2400",145.00,109.00,199.50,WEA 05-j,am Netz,"733105035",429365,5518350
Gumbsheim,VG Wöllstein,LK Alzey-Worms,0001/01/01,"2400",145.00,109.00,199.50,WEA 20-j,am Netz,"733105035",428232,5518421
Gundersheim,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2530",139.00,120.00,199.00,WEA04,am Netz,"733107036",441838,5503068
Gundersheim,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2530",139.00,120.00,199.00,WEA05,am Netz,"733107036",442214,5502989
Gundersheim,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2530",139.00,120.00,199.00,WEA01,am Netz,"733107036",441829,5503447
Gundersheim,VG Wonnegau,LK Alzey-Worms,0001/01/01,"2530",139.00,120.00,199.00,WEA02,am Netz,"733107036",442324,5503454
Gundersweiler,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",149.00,115.00,206.50,WEA 04,am Netz,"733307028",409327,5492261
Guntersblum,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"3000",135.40,101.00,185.90,WEA  3,am Netz,"733907024",451005,5515163
Guntersblum,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"3000",135.40,101.00,185.90,WEA  4,am Netz,"733907024",450709,5515362
Guntersblum,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"3000",135.40,101.00,185.90,WEA  2,am Netz,"733907024",450932,5515775
Hangen-Weisheim,VG Wonnegau,LK Alzey-Worms,0001/01/01,"3000",140.00,112.00,196.00,Hangen-Weishheim WEA06 Windkathedrale III,am Netz,"733107039",440823,5508017
Hangen-Weisheim,VG Wonnegau,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,Windpark Alzey-Dautenheim WEA05,am Netz,"733107039",440714,5508350
Hangen-Weisheim,VG Wonnegau,LK Alzey-Worms,0001/01/01,"3400",128.00,104.00,180.00,Windpark Alzey-Dautenheim WEA04,am Netz,"733107039",440418,5508658
Haßloch,Haßloch VG frei,LK Bad Dürkheim,0001/01/01,"1500",100.00,77.00,138.50,WEA 1 Haßloch,am Netz,"733200025",446921,5470172
Haßloch,Haßloch VG frei,LK Bad Dürkheim,0001/01/01,"1500",100.00,77.00,138.50,WEA 2 Haßloch,am Netz,"733200025",447041,5470639
Hatzenbühl,VG Jockgrim,LK Germersheim,0001/01/01,"3000",149.00,115.00,206.50,WEA HZ1,am Netz,"733403009",443679,5441705
Hatzenbühl,VG Jockgrim,LK Germersheim,0001/01/01,"3000",149.00,115.00,206.50,WEA HZ5,am Netz,"733403009",445574,5441827
Hatzenbühl,VG Jockgrim,LK Germersheim,0001/01/01,"3000",149.00,115.00,206.50,WEA HZ2,am Netz,"733403009",443843,5441216
Hatzenbühl,VG Jockgrim,LK Germersheim,0001/01/01,"3000",149.00,115.00,206.50,WEA HZ4,am Netz,"733403009",444987,5441652
Hatzenbühl,VG Jockgrim,LK Germersheim,0001/01/01,"3000",149.00,115.00,206.50,WEA HZ3,am Netz,"733403009",444425,5441579
Hefersweiler,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"2300",64.80,70.00,99.80,WKA,am Netz,"733608036",403401,5496040
Hefersweiler,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"2300",64.80,70.00,99.80,WKA,am Netz,"733608036",403328,5496253
Herchweiler,VG Kusel-Altenglan,LK Kusel,0001/01/01,"1800",99.00,70.00,134.00,WKA,am Netz,"733610039",376043,5484866
Herchweiler,VG Kusel-Altenglan,LK Kusel,0001/01/01,"600",65.00,44.00,87.00,WKA,am Netz,"733610039",375950,5485082
Hermersberg,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"3000",140.00,112.00,196.00,"Windpark Hermersberg III, WEA HG10",am Netz,"734006016",398913,5463954
Hermersberg,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"3300",140.00,112.00,196.00,WEA HG03,am Netz,"734006016",401159,5462746
Hermersberg,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"3300",140.00,112.00,196.00,WEA HG04,am Netz,"734006016",401414,5462400
Hermersberg,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"800",75.60,48.00,99.60,WEA 1,am Netz,"734006016",399053,5464425
Hermersberg,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"800",75.60,48.00,99.60,WEA 2,am Netz,"734006016",399231,5464400
Hermersberg,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"3300",140.00,112.00,196.00,WEA HG08.1,am Netz,"734006016",401964,5462243
Hermersberg,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"3300",140.00,112.00,196.00,WEA HG09,am Netz,"734006016",401720,5461637
Herschweiler-Pettersh.,VG Oberes Glantal,LK Kusel,0001/01/01,"2000",105.00,90.00,150.00,WEA 1,am Netz,"733609041",381018,5483569
Herxheim bei Landau (Pfalz),VG Herxheim,LK Südliche Weinstraße,0001/01/01,"3300",137.00,126.00,200.00,Windpark Gollenberg WEA 01,am Netz,"733704038",443989,5446584
Herxheim bei Landau (Pfalz),VG Herxheim,LK Südliche Weinstraße,0001/01/01,"3300",137.00,126.00,200.00,Windpark Gollenberg WEA 07,am Netz,"733704038",444551,5446691
Herxheim bei Landau (Pfalz),VG Herxheim,LK Südliche Weinstraße,0001/01/01,"3300",137.00,126.00,200.00,Windpark Gollenberg WEA 06,am Netz,"733704038",444581,5446188
Herxheimweyher,VG Herxheim,LK Südliche Weinstraße,0001/01/01,"3300",137.00,126.00,200.00,Windpark Gollenberg WEA 05,am Netz,"733704039",445441,5446828
Herxheimweyher,VG Herxheim,LK Südliche Weinstraße,0001/01/01,"1500",100.00,77.00,138.50,WKA,am Netz,"733704039",445405,5446409
Herxheimweyher,VG Herxheim,LK Südliche Weinstraße,0001/01/01,"1500",100.00,77.00,138.50,WKA,am Netz,"733704039",445657,5446135
Herxheimweyher,VG Herxheim,LK Südliche Weinstraße,0001/01/01,"1500",100.00,77.00,138.50,WKA,am Netz,"733704039",445147,5446391
Hettenhausen,VG Thaleischweiler-Wallhalben,LK Südwestpfalz,0001/01/01,"2500",140.60,112.50,196.85,WEA H1,am Netz,"734009018",395086,5467324
Heuchelheim b.Frank.,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2000",100.00,80.00,140.00,WKA Nr.6,am Netz,"733806013",448627,5492855
Heuchelheim b.Frank.,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2300",85.00,70.00,120.00,WKA Nr.1,am Netz,"733806013",448547,5492981
Heuchelheim b.Frank.,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2000",100.00,80.00,140.00,WKA Nr.10,am Netz,"733806013",448265,5492687
Heuchelheim b.Frank.,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2000",100.00,80.00,140.00,WKA Nr.9,am Netz,"733806013",448272,5492901
Hillesheim,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"600",77.90,44.00,99.90,WKA,am Netz,"733907028",447860,5514898
Hochborn,VG Wonnegau,LK Alzey-Worms,0001/01/01,"800",73.25,52.90,99.70,Windpark Hochborn WEA2,am Netz,"733107011",442071,5509447
Hochborn,VG Wonnegau,LK Alzey-Worms,0001/01/01,"600",77.00,43.00,98.50,Windpark Hochborn,am Netz,"733107011",441474,5509075
Hochborn,VG Wonnegau,LK Alzey-Worms,0001/01/01,"600",77.00,43.00,98.50,Windpark Hochborn,am Netz,"733107011",441736,5509157
Hochborn,VG Wonnegau,LK Alzey-Worms,0001/01/01,"800",73.25,52.90,99.70,Windpark Hochborn WEA1,am Netz,"733107011",442309,5509328
Höheinöd,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"2000",113.50,71.00,149.00,WKA,am Netz,"734006022",398910,5462064
Höheinöd,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"2000",108.50,82.00,149.50,WEA 1,am Netz,"734006022",400008,5461151
Höheinöd,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"2000",113.50,71.00,149.00,WKA,am Netz,"734006022",399287,5462334
Höheinöd,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"2000",113.50,71.00,149.00,WKA,am Netz,"734006022",399417,5462107
Höheinöd,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"3300",140.00,112.00,196.00,WEA01,am Netz,"734006022",400206,5461740
Horbach,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"3300",137.00,126.00,200.00,"Horbach, HOR 03",am Netz,"734006025",401311,5466239
Horbach,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"3300",137.00,126.00,200.00,"Horbach, HOR 02",am Netz,"734006025",400914,5466441
Horbach,VG Waldfischb.-Burgalb,LK Südwestpfalz,0001/01/01,"3300",137.00,126.00,200.00,"Horbach, HOR 01",am Netz,"734006025",400752,5466073
Hüffler,VG Oberes Glantal,LK Kusel,0001/01/01,"2000",105.00,90.00,150.00,WKA,am Netz,"733609047",384451,5484261
Hüffler,VG Oberes Glantal,LK Kusel,0001/01/01,"2000",105.00,90.00,150.00,WKA,am Netz,"733609047",384507,5484533
Imsweiler,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,117.00,198.50,Windkraftanlage 16,am Netz,"733307034",410593,5495634
Imsweiler,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,117.00,198.50,Windkraftanlage 15,am Netz,"733307034",410237,5495526
Imsweiler,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,117.00,198.50,Windkraftanlage 14,am Netz,"733307034",410239,5495917
Kappeln,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"2750",139.00,120.00,199.00,WEA M3,am Netz,"733608049",398320,5503787
Kerzenheim,VG Eisenberg (Pfalz),Donnersbergkreis,0001/01/01,"3300",137.00,126.00,200.00,Esper WEA01,am Netz,"733302038",433388,5492846
Kerzenheim,VG Eisenberg (Pfalz),Donnersbergkreis,0001/01/01,"1650",67.00,66.00,100.00,Esper - WEA 51,am Netz,"733302038",433448,5493192
Kerzenheim,VG Eisenberg (Pfalz),Donnersbergkreis,0001/01/01,"1500",62.00,68.50,96.25,Esper WEA 78,am Netz,"733302038",432642,5493028
Kerzenheim,VG Eisenberg (Pfalz),Donnersbergkreis,0001/01/01,"3300",137.00,126.00,200.00,Esper WEA02,am Netz,"733302038",433630,5492401
Kindenheim,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"3000",135.40,101.00,185.90,Kindenheim WEA 7,am Netz,"733207029",437497,5495574
Kindenheim,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"1800",64.84,70.00,99.84,Kindenheim WKA 4,am Netz,"733207029",438149,5496277
Kindenheim,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"1800",64.84,70.00,99.84,Kindenheim WKA 5,am Netz,"733207029",437345,5495875
Kindenheim,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"1800",64.84,70.00,99.84,Kindenheim WKA 6,am Netz,"733207029",437852,5496002
Kindenheim,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"3000",135.40,101.00,185.90,Kindenheim WEA 8,am Netz,"733207029",438089,5496571
Kindenheim,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"2750",139.00,120.00,199.00,Kindenheim WEA 9,am Netz,"733207029",438574,5496629
Kindenheim,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"2750",139.00,120.00,199.00,Kindenheim WEA 10,am Netz,"733207029",439071,5496887
Kindenheim,VG Leiningerland,LK Bad Dürkheim,0001/01/01,"1500",64.70,70.50,99.95,Kindenheim WKA 3,am Netz,"733207029",437733,5496237
Kirrweiler,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"2400",120.00,116.80,178.40,WP Kirrweiler WEA 1,am Netz,"733608050",390799,5500638
Kirrweiler,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"2400",120.00,116.80,178.40,WP Kirrweiler WEA 2,am Netz,"733608050",391197,5500531
Kirrweiler,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"2400",120.00,116.80,178.40,WP Kirrweiler WEA 3,am Netz,"733608050",391095,5499915
Kleinniedesheim,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2400",120.00,116.80,178.40,WEA  Kleinniedesheim,am Netz,"733806015",449060,5493244
Kleinniedesheim,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2400",120.00,116.80,178.40,WEA  Kleinniedesheim,am Netz,"733806015",449649,5493270
Klein-Winternheim,VG Nieder-Olm,LK Mainz-Bingen,0001/01/01,"3000",135.40,115.71,193.26,WEA 01,am Netz,"733906032",445246,5531733
Klein-Winternheim,VG Nieder-Olm,LK Mainz-Bingen,0001/01/01,"2000",108.30,82.00,149.30,WEA 3 Klein-Winternheim,am Netz,"733906032",445381,5532526
Klein-Winternheim,VG Nieder-Olm,LK Mainz-Bingen,0001/01/01,"2000",108.30,82.00,149.30,WEA 4 Klein-Winternheim,am Netz,"733906032",445271,5532230
Knittelsheim,VG Bellheim,LK Germersheim,0001/01/01,"3300",137.00,126.00,200.00,Windpark Gollenberg WEA04,am Netz,"733401014",445854,5446777
Knittelsheim,VG Bellheim,LK Germersheim,0001/01/01,"3300",137.00,126.00,200.00,Windpark Gollenberg WEA02,am Netz,"733401014",445120,5447398
Kollweiler,VG Weilerbach,LK Kaiserslautern,0001/01/01,"3000",135.40,101.00,185.90,"WP Kollweiler, WEA 1",am Netz,"733509019",397311,5486840
Kollweiler,VG Weilerbach,LK Kaiserslautern,0001/01/01,"3000",135.40,101.00,185.90,"WP Kollweiler, WEA 2",am Netz,"733509019",397842,5486901
Köngernheim,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"800",73.25,52.90,99.70,WKA 1,am Netz,"733907033",447566,5522200
Köngernheim,VG Rhein-Selz,LK Mainz-Bingen,0001/01/01,"800",73.25,52.90,99.70,WKA 2,am Netz,"733907033",447808,5522193
Konken,VG Kusel-Altenglan,LK Kusel,0001/01/01,"850",74.00,52.00,100.00,WKA,am Netz,"733610052",380609,5483988
Konken,VG Kusel-Altenglan,LK Kusel,0001/01/01,"850",74.00,52.00,100.00,WKA,am Netz,"733610052",380211,5484015
Konken,VG Kusel-Altenglan,LK Kusel,0001/01/01,"850",74.00,52.00,100.00,WKA,am Netz,"733610052",380356,5483849
Konken,VG Kusel-Altenglan,LK Kusel,0001/01/01,"850",74.00,52.00,100.00,WKA,am Netz,"733610052",380088,5483825
Krähenberg,VG Thaleischweiler-Wallhalben,LK Südwestpfalz,0001/01/01,"660",76.00,47.00,99.50,WKA Windpark Krähenberg,am Netz,"734009216",390393,5465327
Krähenberg,VG Thaleischweiler-Wallhalben,LK Südwestpfalz,0001/01/01,"1250",68.00,64.00,100.00,WKA Windpark Krähenberg,am Netz,"734009216",390495,5465571
Krähenberg,VG Thaleischweiler-Wallhalben,LK Südwestpfalz,0001/01/01,"1250",91.50,64.00,123.50,WKA Windpark Krähenberg,am Netz,"734009216",390179,5466008
Krähenberg,VG Thaleischweiler-Wallhalben,LK Südwestpfalz,0001/01/01,"1250",91.50,64.00,123.50,WKA Windpark Krähenberg,am Netz,"734009216",390031,5466128
Krähenberg,VG Thaleischweiler-Wallhalben,LK Südwestpfalz,0001/01/01,"1250",68.00,64.00,100.00,WKA Windpark Krähenberg,am Netz,"734009216",390327,5465814
Krähenberg,VG Thaleischweiler-Wallhalben,LK Südwestpfalz,0001/01/01,"1250",91.50,64.00,123.50,WKA Windpark Krähenberg,am Netz,"734009216",390131,5465427
Kreimbach-Kaulbach,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"3000",149.00,101.00,199.50,WEA 05,am Netz,"733608053",399342,5487886
Kreimbach-Kaulbach,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"3000",149.00,101.00,199.50,WEA 04,am Netz,"733608053",399334,5488251
Kriegsfeld,VG Kirchheimbolanden,Donnersbergkreis,0001/01/01,"1800",98.00,70.00,133.00,Taubernheide-Kohlbusch WEA 04,am Netz,"733304040",420742,5503400
Kriegsfeld,VG Kirchheimbolanden,Donnersbergkreis,0001/01/01,"3000",135.40,101.00,185.90,Windpark Taubernheide-Kohlbusch WEA 6,am Netz,"733304040",421100,5503327
Kriegsfeld,VG Kirchheimbolanden,Donnersbergkreis,0001/01/01,"1800",114.00,70.00,149.00,Taubernheide-Kohlbusch WEA R3,am Netz,"733304040",420310,5503146
Kriegsfeld,VG Kirchheimbolanden,Donnersbergkreis,0001/01/01,"3450",149.00,126.00,212.00,WEA 1 - Schneebergerhof - Windhübel,am Netz,"733304040",421051,5502758
Kriegsfeld,VG Kirchheimbolanden,Donnersbergkreis,0001/01/01,"3450",149.00,126.00,212.00,WEA 3 - Schneebergerhof - Windhübel,am Netz,"733304040",421734,5502775
Kriegsfeld,VG Kirchheimbolanden,Donnersbergkreis,0001/01/01,"3450",149.00,126.00,212.00,WEA 2 - Schneebergerhof - Windhübel,am Netz,"733304040",421451,5503154
Kriegsfeld,VG Kirchheimbolanden,Donnersbergkreis,0001/01/01,"2000",100.00,80.00,140.00,Taubernheide-Kohlbusch WEA 05,am Netz,"733304040",420840,5503291
Lambsborn,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",100.00,92.00,146.00,Windpark Lambsborn-Martinshöhe WEA L7,am Netz,"733501201",386426,5468390
Lambsborn,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",100.00,92.00,146.00,Windpark Lambsborn-Martinshöhe WEA L4,am Netz,"733501201",387257,5468724
Lambsborn,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",104.00,92.00,150.00,Windpark Lambsborn-Martinshöhe WEA L6,am Netz,"733501201",387684,5469269
Lambsborn,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",104.00,92.00,150.00,Windpark Lambsborn-Martinshöhe WEA L3,am Netz,"733501201",387063,5468349
Lambsborn,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",104.00,92.00,150.00,Windpark Lambsborn-Martinshöhe WEA L5,am Netz,"733501201",387370,5469096
Lambsborn,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",104.00,92.00,150.00,Windpark Lambsborn-Martinshöhe WEA L1,am Netz,"733501201",386311,5468088
Lambsborn,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",104.00,92.00,150.00,Windpark Lambsborn-Martinshöhe WEA L2,am Netz,"733501201",386743,5468062
Lambsheim,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2000",108.10,82.00,149.10,WEA 1,am Netz,"733806016",450112,5486438
Lambsheim,VG Lambsheim-Heßheim,Rhein-Pfalz-Kreis,0001/01/01,"2000",108.10,82.00,149.10,Windenergieanlage WEA 2,am Netz,"733806016",450031,5486934
Langwieden,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2300",138.40,82.00,179.40,LAW1,am Netz,"733501202",392469,5470680
Langwieden,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"3300",140.00,112.00,196.00,WP Langwieden WEA  2,am Netz,"733501202",392132,5470209
Langwieden,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"3300",140.00,112.00,196.00,WP Langwieden WEA  3,am Netz,"733501202",392892,5470247
Linden,VG Landstuhl,LK Kaiserslautern,0001/01/01,"2400",91.00,117.00,149.50,"WEA1, Kaiserslautern-Linden",am Netz,"733511023",400210,5466767
Linden,VG Landstuhl,LK Kaiserslautern,0001/01/01,"2400",91.00,117.00,149.50,"WEA2, Kaiserslautern-Linden",am Netz,"733511023",400513,5466538
Lörzweiler,VG Bodenheim,LK Mainz-Bingen,0001/01/01,"800",73.25,52.90,99.70,WEA 1,am Netz,"733902034",449839,5526129
Lörzweiler,VG Bodenheim,LK Mainz-Bingen,0001/01/01,"800",73.25,52.90,99.70,WKA 2,am Netz,"733902034",450097,5525975
Lörzweiler,VG Bodenheim,LK Mainz-Bingen,0001/01/01,"800",73.25,52.90,99.70,WKA 3,am Netz,"733902034",450039,5526122
Mainz,Kfr St Mainz,Kfr St Mainz,0001/01/01,"2000",113.50,71.00,149.00,WKA,am Netz,"731500000",445530,5532155
Mainz,Kfr St Mainz,Kfr St Mainz,0001/01/01,"600",77.90,44.00,99.90,WKA,am Netz,"731500000",444596,5528038
Mainz,Kfr St Mainz,Kfr St Mainz,0001/01/01,"600",65.00,40.80,85.40,WKA,am Netz,"731500000",445659,5531877
Mainz,Kfr St Mainz,Kfr St Mainz,0001/01/01,"600",77.90,44.00,99.90,WKA,am Netz,"731500000",444712,5528174
Mainz,Kfr St Mainz,Kfr St Mainz,0001/01/01,"600",77.90,44.00,99.90,WKA,am Netz,"731500000",444561,5528267
Mainz,Kfr St Mainz,Kfr St Mainz,0001/01/01,"2000",113.50,71.00,149.00,WKA,am Netz,"731500000",445756,5532061
Marnheim,VG Kirchheimbolanden,Donnersbergkreis,0001/01/01,"3000",135.48,115.72,193.34,WEA 1,am Netz,"733304045",432071,5497631
Martinshöhe,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",104.00,92.00,150.00,Windpark Lambsborn-Martinshöhe WEA M2,am Netz,"733501203",387313,5468149
Martinshöhe,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",100.00,92.00,146.00,Windpark Lambsborn-Martinshöhe WEA M1,am Netz,"733501203",387024,5468017
Martinshöhe,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"1000",70.00,54.00,97.00,WKA,am Netz,"733501203",388734,5469665
Martinshöhe,VG Bruchmühlb.-Miesau,LK Kaiserslautern,0001/01/01,"2000",104.00,92.00,150.00,Windpark Lambsborn-Martinshöhe WEA M3,am Netz,"733501203",387421,5468435
Medard,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"2530",139.00,120.00,199.00,WEA1,am Netz,"733608061",399151,5503958
Medard,VG Lauterecken-Wolfstein,LK Kusel,0001/01/01,"2530",139.00,120.00,199.00,WEA 2,am Netz,"733608061",398674,5503643
Spiesheim,VG Wörrstadt,LK Alzey-Worms,0001/01/01,"500",65.00,40.00,85.00,WKA,am Netz,"733106061",436430,5519118
Mehlingen,VG Enkenbach-Alsenborn,LK Kaiserslautern,0001/01/01,"3000",140.00,112.00,196.00,WEA  02 Deponie ZAK,am Netz,"733502026",413568,5480590
Mehlingen,VG Enkenbach-Alsenborn,LK Kaiserslautern,0001/01/01,"3000",140.00,112.00,196.00,WEA  03 Deponie ZAK,am Netz,"733502026",414234,5480369
Mehlingen,VG Enkenbach-Alsenborn,LK Kaiserslautern,0001/01/01,"3000",140.00,112.00,196.00,WEA  01 Deponie ZAK,am Netz,"733502026",414129,5481026
Minfeld,VG Kandel,LK Germersheim,0001/01/01,"1500",100.00,77.00,138.50,Windfarm Minfeld,am Netz,"733404020",437752,5437032
Minfeld,VG Kandel,LK Germersheim,0001/01/01,"2000",105.00,90.00,150.00,Windfarm Minfeld WKA 5,am Netz,"733404020",437730,5437312
Minfeld,VG Kandel,LK Germersheim,0001/01/01,"1500",100.00,77.00,138.50,Windfarm Minfeld,am Netz,"733404020",438516,5436679
Minfeld,VG Kandel,LK Germersheim,0001/01/01,"1500",100.00,77.00,138.50,Windfarm Minfeld,am Netz,"733404020",438319,5436829
Minfeld,VG Kandel,LK Germersheim,0001/01/01,"1500",100.00,77.00,138.50,Windfarm Minfeld,am Netz,"733404020",438094,5436857
Mörstadt,VG Monsheim,LK Alzey-Worms,0001/01/01,"2000",105.00,90.00,150.00,WEA 3,am Netz,"733103047",447756,5500910
Mörstadt,VG Monsheim,LK Alzey-Worms,0001/01/01,"2000",105.00,90.00,150.00,WEA 1,am Netz,"733103047",447286,5500483
Mörstadt,VG Monsheim,LK Alzey-Worms,0001/01/01,"2000",105.00,90.00,150.00,WEA 2,am Netz,"733103047",447856,5500599
Münsterappel,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,WEA M03,am Netz,"733307049",421135,5509573
Münsterappel,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,WEA M01,am Netz,"733307049",420746,5509046
Münsterappel,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,WEA M02,am Netz,"733307049",420659,5509383
Nack,VG Alzey-Land,LK Alzey-Worms,0001/01/01,"3000",140.00,112.00,196.00,WEA 02,am Netz,"733101050",429246,5510499
Nack,VG Alzey-Land,LK Alzey-Worms,0001/01/01,"3000",140.00,112.00,196.00,WEA 01,am Netz,"733101050",428932,5510057
Niederhausen a.d.Appel,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,WEAN03,am Netz,"733307050",421129,5510167
Niederhausen a.d.Appel,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,WEAN02,am Netz,"733307050",421667,5510843
Niederhausen a.d.Appel,VG Nordpfälzer Land,Donnersbergkreis,0001/01/01,"3000",140.00,112.00,196.00,WEAN01,am Netz,"733307050",421459,5511110
Niederkirchen,VG Otterbach-Otterberg,LK Kaiserslautern,0001/01/01,"1800",98.00,70.00,133.00,Niederkirchen,am Netz,"733510029",408303,5492360
Niederkirchen,VG Otterbach-Otterberg,LK Kaiserslautern,0001/01/01,"1800",98.00,70.00,133.00,Niederkirchen,am Netz,"733510029",408135,5492467
Niederkirchen,VG Otterbach-Otterberg,LK Kaiserslautern,0001/01/01,"1800",98.00,70.00,133.00,WEA N4,am Netz,"733510029",408276,5493155
Niederkirchen,VG Otterbach-Otterberg,LK Kaiserslautern,0001/01/01,"500",65.00,40.00,85.00,WKA,am Netz,"733510029",407523,5490235
Niederkirchen,VG Otterbach-Otterberg,LK Kaiserslautern,0001/01/01,"1800",98.00,70.00,133.00,WEA N6,am Netz,"733510029",408286,5493368
Niederkirchen,VG Otterbach-Otterberg,LK Kaiserslautern,0001/01/01,"2000",98.20,71.00,133.70,WEA N10,am Netz,"733510029",407526,5493671
Niederkirchen,VG Otterbach-Otterberg,LK Kaiserslautern,0001/01/01,"2000",98.20,71.00,133.70,WEA N7,am Netz,"733510029",408044,5493446
Spiesheim,VG Wörrstadt,LK Alzey-Worms,0001/01/01,"500",65.00,40.00,85.00,WKA,am Netz,"733106061",436467,5518490
Niederkirchen,VG Otterbach-Otterberg,LK Kaiserslautern,0001/01/01,"2000",98.20,71.00,133.70,WEA N5,am Netz,"733510029",407529,5493453
