"","X","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh","nearest","menge_mwh","area_m2","area_km2","kwh_m2"
"1158",1158,"E31238010000030212000001384101214","500","3.11.1998",7232327,50.143029,6.408291,65,40,723206327,54614,"Winringen",500,"1998-01-01",737035,140,737,19600,0.0196,37.6038265306122
"1159",1159,"E31238010000030212000001384118673","500","3.11.1998",7232327,50.143022,6.409794,65,40,723206327,54614,"Winringen",500,"1998-01-01",737035,140,737,19600,0.0196,37.6038265306122
"1160",1160,"E31238010000030212000001384118675","600","30.9.1999",7232327,50.144199,6.414994,65,44,723206327,54614,"Winringen",600,"1999-01-01",867746,512,868,262144,0.262144,3.31018829345703
"1161",1161,"E31238010000030212000001384118676","1500","2.8.2001",7232327,50.140386,6.41058,100,77,723206327,54614,"Winringen",1500,"2001-01-01",2784875,388,2785,150544,0.150544,18.4987445530875
"1163",1163,"E31238010000030212000001534400517","600","6.8.2002",7232231,50.163194,6.246137,65,44,723206231,54597,"Habscheid",600,"2002-08-06",775122,251,775,63001,0.063001,12.3033285185949
"1164",1164,"E31238010000030212000001534400518","500","16.3.1998",7232231,50.167952,6.240927,65,40,723206231,54597,"Habscheid",500,"1998-03-16",658363,187,658,34969,0.034969,18.8270468128914
"1166",1166,"E31238010000030212000001534456471","600","1.12.1999",7232231,50.169255,6.245287,65,44,723206231,54597,"Habscheid",600,"1999-12-01",775122,243,775,59049,0.059049,13.1267591322461
"1168",1168,"E31238010000030212000002108801238","1000","1.9.2000",7233224,50.239314,7.046343,82,54,723304224,56767,"Lirstal",1000,"2000-09-01",1121004,159,1121,25281,0.025281,44.3417586329655
"1169",1169,"E31238010000030212000002108818056","1000","31.8.2000",7233224,50.239794,7.044793,82,54,723304224,56767,"Lirstal",1000,"2000-09-01",1121018,159,1121,25281,0.025281,44.3423124085281
"1171",1171,"E31238010000040311000003033209143","110","14.4.1994",7131211,50.397525,7.156191,25,20,713104211,56745,"Weibern",110,"1994-04-14",110542,335,111,112225,0.112225,0.985003341501448
"1172",1172,"E31238010000050311000000236501176","600","20.8.1996",7135075,50.239356,7.236769,60,43,713502075,56754,"Roes",600,"1996-08-20",686649,417,687,173889,0.173889,3.94877766851267
"1173",1173,"E31238010000050311000000236518006","600","20.8.1996",7135075,50.238397,7.241017,60,43,713502075,56754,"Roes",600,"1996-08-20",686649,402,687,161604,0.161604,4.24896042177174
"1174",1174,"E31238010000050311000000236518007","600","20.8.1996",7135075,50.240206,7.244317,60,43,713502075,56754,"Roes",600,"1996-08-20",686649,283,687,80089,0.080089,8.57357439848169
"1175",1175,"E31238010000050311000000236518008","600","20.8.1996",7135075,50.241889,7.242742,60,43,713502075,56754,"Roes",600,"1996-08-20",686649,283,687,80089,0.080089,8.57357439848169
"1179",1179,"E3123801V000000000000000719614944","2500","9.11.2001",7232018,50.001367,6.527038,60,80,723200018,54634,"Bitburg",2500,"2001-11-09",1747446,603,1747,363609,0.363609,4.80583813931998
"1180",1180,"E3123801V000000000000000719641320","2500","25.8.2001",7232018,49.994444,6.525833,80,80,723200018,54634,"Bitburg",2500,"2001-08-25",1945654,406,1946,164836,0.164836,11.8035744618894
"1181",1181,"E3123801V000000000000000719641323","2500","1.9.2001",7232018,49.997222,6.526388,80,80,723200018,54634,"Bitburg",2500,"2001-09-01",1945654,406,1946,164836,0.164836,11.8035744618894
"1182",1182,"E3123801V000000000000000719641325","1500","7.6.2001",7232120,50.061111,6.533055,85,70,723200018,54634,"Bitburg",1500,"2001-06-07",1421877,468,1422,219024,0.219024,6.49187760245453
"1183",1183,"E3123801V000000000000000719641327","1500","21.6.2001",7232120,50.065,6.537777,85,70,723200018,54634,"Bitburg",1500,"2001-06-21",1421877,483,1422,233289,0.233289,6.09491660558363
"1184",1184,"E3123801V000000000000000719641330","1500","14.6.2001",7232120,50.068333,6.5375,85,70,723200018,54634,"Bitburg",1500,"2001-06-14",1421877,409,1422,167281,0.167281,8.49993125339997
"1185",1185,"E3123801V000000000000000719641331","1500","20.6.2001",7232120,50.070833,6.533055,85,70,723200018,54634,"Bitburg",1500,"2001-06-20",1421877,339,1422,114921,0.114921,12.3726472968387
"1186",1186,"E3123801V000000000000000719641333","1500","10.7.2001",7232120,50.0675,6.530833,85,70,723200018,54634,"Bitburg",1500,"2001-07-10",1421928,485,1422,235225,0.235225,6.04496970985227
"1187",1187,"E3123801V000000000000000719641335","1500","11.9.2001",7232120,50.064166,6.531388,85,70,723200018,54634,"Bitburg",1500,"2001-09-11",1421875,468,1422,219024,0.219024,6.49186847103514
"1188",1188,"E3123801V000000000000000719644618","1500","16.7.2002",7232120,50.071111,6.536666,85,70,723200018,54634,"Bitburg",1500,"2002-07-16",1421875,339,1422,114921,0.114921,12.3726298935791
"1189",1189,"E3123801V000000000000004229008778","2000","24.12.2004",7235044,49.749726,6.86983,85,70,723504044,54317,"Herl",2000,"2004-12-24",2809452,283,2809,80089,0.080089,35.0791244740226
"1190",1190,"E3123801V000000000000004229018712","2000","30.12.2004",7235044,49.747031,6.870539,85,70,723504044,54317,"Herl",2000,"2004-12-30",2809452,384,2809,147456,0.147456,19.0528157552083
"1191",1191,"E3123801V000000000000004229018713","2000","11.2.2005",7235044,49.744398,6.870248,85,70,723504044,54317,"Herl",2000,"2005-02-11",2809452,384,2809,147456,0.147456,19.0528157552083
"1192",1192,"E3123801V000000000000004229018714","2000","11.4.2005",7235044,49.763008,6.845557,1135,70,723504044,54317,"Herl",2000,"2005-04-11",3070915,354,3071,125316,0.125316,24.5053704235692
"1193",1193,"E3123801V000000000000004229018715","2000","17.6.2005",7235044,49.761096,6.847882,1135,70,723504044,54317,"Herl",2000,"2005-06-17",3070915,354,3071,125316,0.125316,24.5053704235692
"1194",1194,"E3123801V000000000000004229018716","2000","22.6.2005",7235044,49.758675,6.846453,1135,70,723504044,54317,"Herl",2000,"2005-06-22",3070915,377,3071,142129,0.142129,21.6065335012559
"1195",1195,"E3123801V000000000000004229018720","2000","7.7.2005",7235044,49.754719,6.872969,85,70,723504044,54317,"Herl",2000,"2005-07-07",2809452,518,2809,268324,0.268324,10.4703716402558
"1196",1196,"E3123801V000000000000004229019076","2300","31.3.2011",7235044,49.751261,6.874302,85,82,723504044,54317,"Herl",2300,"2011-03-31",3530159,274,3530,75076,0.075076,47.0211385795727
"1197",1197,"E3123801V000000000000004229050945","2000","11.7.2005",7235044,49.749395,6.87474,85,70,723504044,54317,"Herl",2000,"2005-07-11",2809452,274,2809,75076,0.075076,37.421439607864
"1198",1198,"E3123801V000000000000004229050946","2000","11.8.2006",7235044,49.754421,6.850858,1135,70,723504044,54317,"Herl",2000,"2006-08-11",3070915,278,3071,77284,0.077284,39.7354562393251
"1199",1199,"E3123801V000000000000004229050947","2000","17.8.2006",7235044,49.755324,6.848253,1135,70,723504044,54317,"Herl",2000,"2006-08-17",3070915,278,3071,77284,0.077284,39.7354562393251
"1200",1200,"E3123801V000000000000004229050948","2000","25.8.2006",7235083,49.753735,6.85408,113,70,723504044,54317,"Herl",2000,"2006-08-25",3070915,319,3071,101761,0.101761,30.1777203447293
"1201",1201,"E3123801V000000000000004229050949","2000","29.4.2009",7235083,49.753749,6.865473,113,70,723504044,54317,"Herl",2000,"2009-04-29",3070915,314,3071,98596,0.098596,31.1464461032902
"1202",1202,"E3123801V000000000000004229050950","2000","31.8.2006",7235083,49.753819,6.858425,113,70,723504044,54317,"Herl",2000,"2006-08-31",3070915,370,3071,136900,0.1369,22.431811541271
"1203",1203,"E3123801V000000000000004229050951","2000","12.9.2006",7235083,49.753216,6.862244,113,70,723504044,54317,"Herl",2000,"2006-09-12",3070915,314,3071,98596,0.098596,31.1464461032902
"1204",1204,"E3123801V000000000000004229050952","2000","26.9.2006",7235083,49.751583,6.868932,113,70,723504044,54317,"Herl",2000,"2006-09-26",3070915,283,3071,80089,0.080089,38.3437800447003
"1205",1205,"E3123801V000000000000012802802672","2000","27.8.2010",7235141,49.750245,6.768498,138,82,723504141,54320,"Waldrach",2000,"2010-08-28",4757099,296,4757,87616,0.087616,54.2948662344777
"1206",1206,"E3123801V000000000000014048818303","2000","29.9.2010",7232077,49.878922,6.511003,105,90,723507501,54298,"Welschbillig",2000,"2010-09-29",3458648,338,3459,114244,0.114244,30.274220090333
"1207",1207,"E3123801V000000000000014205917783","2300","22.12.2010",7232292,50.180206,6.245461,995,101,723201221,54597,"Euscheid",2300,"2010-12-22",3332089,642,3332,412164,0.412164,8.08437660736988
"1208",1208,"E3123801V000000000000014205919207","2300","22.12.2010",7232292,50.175778,6.244833,995,101,723201221,54597,"Euscheid",2300,"2010-12-22",3332089,642,3332,412164,0.412164,8.08437660736988
"1209",1209,"E3123801V000000000000015729530067","2000","16.6.2011",7232061,49.871,6.554,105,90,723507501,54298,"Welschbillig",2000,"2011-06-16",3458648,40,3459,1600,0.0016,2161.655
"1210",1210,"E3123801V000000000000021528569787","3370","14.2.2013",7140144,50.030767,7.584268,128,104,714008144,55469,"Simmern",3370,"2013-02-14",5211177,547,5211,299209,0.299209,17.416511535415
"1211",1211,"E3123801V000000000000021528569943","3370","27.2.2013",7140144,50.031404,7.590056,128,104,714008144,55469,"Simmern",3370,"2013-02-27",5211177,424,5211,179776,0.179776,28.9870561142755
"1212",1212,"E3123801V000000000000021528569944","3370","29.12.2012",7140144,50.028786,7.5921,128,104,714008144,55469,"Simmern",3370,"2012-12-29",5211177,424,5211,179776,0.179776,28.9870561142755
"1213",1213,"E3123801V000000000000021528569945","3370","14.12.2012",7140144,50.027814,7.577293,128,104,714008144,55469,"Simmern",3370,"2012-12-14",5211177,778,5211,605284,0.605284,8.60947423027868
"1214",1214,"E3123801V000000000000021528569946","3370","8.3.2013",7140144,50.031757,7.59694,128,104,714008144,55469,"Simmern",3370,"2013-03-08",5211177,623,5211,388129,0.388129,13.4264046232052
"1215",1215,"E3123801V000000000000021528691907","2400","8.5.2014",7140070,50.048699,7.488935,141,117,714008144,55469,"Simmern",2400,"2014-05-08",5526318,461,5526,212521,0.212521,26.0036325821919
"1216",1216,"E3123801V000000000000021528692652","2400","9.5.2014",7140070,50.051661,7.48711,141,117,714008144,55469,"Simmern",2400,"2014-05-09",5526318,461,5526,212521,0.212521,26.0036325821919
"1222",1222,"E3123801V000000000000027432370736","2400","14.2.2013",7331030,49.813432,8.018174,145,109,733105030,55599,"Gau-Bickelheim",2400,"2013-02-14",2430759,559,2431,312481,0.312481,7.77890175722684
"1225",1225,"E3123801V000000000000027432768487","2400","12.12.2012",7331030,49.807167,8.020774,145,109,733105030,55599,"Gau-Bickelheim",2400,"2012-12-12",2525628,648,2526,419904,0.419904,6.01477480566987
"1226",1226,"E3123801V000000000000027432877495","2400","4.3.2013",7331030,49.811352,8.023191,141,110,733105030,55599,"Gau-Bickelheim",2400,"2013-03-04",1837500,506,1838,256036,0.256036,7.17672514802606
"1227",1227,"E3123801V000000000000027432975571","2400","11.4.2013",7331068,49.809855,8.028058,141,110,733106068,55578,"Wallertheim",2400,"2013-04-11",1155170,506,1155,256036,0.256036,4.51174834788858
"1228",1228,"E3123801V000000000000027838466394","3370","17.1.2013",7333078,49.71652,7.724155,128,104,733307078,67823,"Unkenbach",3370,"2013-01-17",5151581,527,5152,277729,0.277729,18.5489487954085
"1229",1229,"E3123801V000000000000027838566396","3370","30.12.2012",7333078,49.7202,7.727777,128,104,733307078,67823,"Unkenbach",3370,"2012-12-30",5587827,611,5588,373321,0.373321,14.9678882248789
"1230",1230,"E3123801V000000000000027838666397","3370","21.12.2012",7333078,49.725845,7.737166,128,104,733307078,67823,"Unkenbach",3370,"2012-12-21",5630099,533,5630,284089,0.284089,19.8180816575087
"1231",1231,"E3123801V000000000000030433478799","2400","15.6.2013",7331030,49.825448,8.023339,145,110,733105030,55599,"Gau-Bickelheim",2400,"2013-06-15",471288,313,471,97969,0.097969,4.81058293950127
"1236",1236,"E3123801V000000000000031195984899","2300","12.9.2013",7140062,50.01384,7.37215,13838,82,714003204,56869,"Mastershausen",2300,"2013-09-12",3968473,547,3968,299209,0.299209,13.2632140076
"1237",1237,"E3123801V000000000000031195984900","2300","12.9.2013",7140062,50.01759,7.378417,13838,82,714003204,56869,"Mastershausen",2300,"2013-09-12",3968473,797,3968,635209,0.635209,6.24750751327516
"1238",1238,"E3123801V000000000000031196276455","3050","3.9.2014",7140204,50.045237,7.362371,1354,101,714003204,56869,"Mastershausen",3050,"2014-09-03",6077181,611,6077,373321,0.373321,16.278701171378
"1239",1239,"E3123801V000000000000031196276457","3050","9.10.2014",7140204,50.045943,7.368841,1354,101,714003204,56869,"Mastershausen",3050,"2014-10-09",6077181,458,6077,209764,0.209764,28.9715156080166
"1240",1240,"E3123801V000000000000031196276461","3050","21.10.2014",7140009,50.044244,7.372994,1354,101,714003204,56869,"Mastershausen",3050,"2014-10-21",6077181,458,6077,209764,0.209764,28.9715156080166
"1241",1241,"E3123801V000000000000031196276462","3050","31.10.2014",7140009,50.041611,7.377664,1354,101,714003204,56869,"Mastershausen",3050,"2014-10-31",6077181,578,6077,334084,0.334084,18.1905778187522
"1243",1243,"E3123801V000000000000032193294368","3050","30.7.2014",7339063,50.002616,7.7336,149,101,733901063,55413,"Weiler bei Bingen",3050,"2014-07-30",8337302,564,8337,318096,0.318096,26.2100183592375
"1244",1244,"E3123801V000000000000032193393403","3050","24.6.2014",7133023,49.991421,7.719049,149,101,733901063,55413,"Weiler",3050,"2014-06-24",9573437,476,9573,226576,0.226576,42.2526525316009
"1245",1245,"E3123801V000000000000032193394121","3050","18.7.2014",7133023,49.995065,7.723306,149,101,733901063,55413,"Weiler",3050,"2014-07-18",9573437,438,9573,191844,0.191844,49.902196576385
"1246",1246,"E3123801V000000000000032193394124","3050","19.7.2014",7133023,49.990386,7.728843,149,101,733901063,55413,"Weiler",3050,"2014-07-19",9573437,463,9573,214369,0.214369,44.6586819922657
"1247",1247,"E3123801V000000000000032193394372","3050","30.7.2014",7339063,50.001159,7.740992,149,101,733901063,55413,"Weiler",3050,"2014-07-30",9573437,460,9573,211600,0.2116,45.2430860113422
"1248",1248,"E3123801V000000000000032193400851","3050","23.10.2013",7133023,49.99036,7.723882,149,101,733901063,55413,"Weiler bei Bingen",3050,"2013-10-23",8922424,463,8922,214369,0.214369,41.6218016597549
"1249",1249,"E3123801V000000000000032193483982","3050","14.10.2013",7133023,49.992622,7.734761,149,101,733901063,55413,"Weiler bei Bingen",3050,"2013-10-14",8922424,468,8922,219024,0.219024,40.7371977500183
"1250",1250,"E3123801V000000000000032519687348","3075","30.12.2013",7331021,49.746003,8.01959,140,112,733100003,55232,"Alzey",3075,"2013-12-30",7091736,485,7092,235225,0.235225,30.1487341906685
"1251",1251,"E3123801V000000000000032519687351","3075","30.12.2013",7331021,49.741697,8.023022,140,112,733101043,55237,"Lonsheim",3075,"2013-12-30",6594009,503,6594,253009,0.253009,26.0623495606876
"1252",1252,"E3123801V000000000000032519689461","3075","21.1.2014",7331021,49.738066,8.022387,140,112,733101043,55237,"Lonsheim",3075,"2014-01-21",6594009,530,6594,280900,0.2809,23.4745781416874
"1253",1253,"E3123801V000000000000032519689463","3075","23.1.2014",7331021,49.741691,8.028782,140,112,733101043,55237,"Lonsheim",3075,"2014-01-23",6594009,450,6594,202500,0.2025,32.5630074074074
"1254",1254,"E3123801V000000000000032519689465","3075","11.2.2014",7331021,49.738772,8.030395,140,112,733101043,55237,"Lonsheim",3075,"2014-02-11",6594009,450,6594,202500,0.2025,32.5630074074074
"1255",1255,"E3123801V000000000000032519787770","3075","30.12.2013",7331021,49.745082,8.02455,140,112,733101043,55237,"Lonsheim",3075,"2013-12-30",6594009,485,6594,235225,0.235225,28.0327728770326
"1256",1256,"E3123801V000000000000032519789456","3075","31.1.2014",7331021,49.738802,8.013684,140,112,733100003,55232,"Alzey",3075,"2014-01-31",7091736,470,7092,220900,0.2209,32.103829787234
"1257",1257,"E3123801V000000000000032519789458","3075","3.3.2014",7331021,49.735981,8.016129,140,112,733100003,55232,"Alzey",3075,"2014-03-03",7091736,470,7092,220900,0.2209,32.103829787234
"1258",1258,"E3123801V000000000000032519789459","3075","26.2.2014",7331021,49.742814,8.017961,140,112,733100003,55232,"Alzey",3075,"2014-02-26",7091736,488,7092,238144,0.238144,29.7791924213921
"1259",1259,"E3123801V000000000000033790488660","2530","20.12.2013",7133083,49.72168,7.70919,139,120,713310065,55590,"Meisenheim",2530,"2013-12-20",5321490,531,5321,281961,0.281961,18.8731420302808
"1260",1260,"E3123801V000000000000033790488662","2530","14.12.2013",7133083,49.71779,7.718912,139,120,713310065,55590,"Meisenheim",2530,"2013-12-14",5321490,287,5321,82369,0.082369,64.6054947856597
"1261",1261,"E3123801V000000000000033790489272","2530","8.3.2014",7133083,49.726944,7.703056,139,120,713310065,55590,"Meisenheim",2530,"2014-03-08",5321490,450,5321,202500,0.2025,26.278962962963
"1262",1262,"E3123801V000000000000033790489273","2530","28.2.2014",7133083,49.723891,7.703889,139,120,713310065,55590,"Meisenheim",2530,"2014-02-28",5321490,450,5321,202500,0.2025,26.278962962963
"1263",1263,"E3123801V000000000000033790588672","2530","27.1.2014",7133083,49.712513,7.718356,139,120,713310065,55590,"Meisenheim",2530,"2014-01-27",5297175,484,5297,234256,0.234256,22.6127612526467
"1264",1264,"E3123801V000000000000033790588673","2530","15.2.2014",7133083,49.719444,7.704722,139,120,713310065,55590,"Meisenheim",2530,"2014-02-15",5297175,531,5297,281961,0.281961,18.7869066998627
"1265",1265,"E3123801V000000000000033790688666","2530","11.12.2013",7333054,49.727512,7.744745,139,120,713310065,55590,"Meisenheim",2530,"2013-12-11",5321490,328,5321,107584,0.107584,49.4635819452707
"1266",1266,"E3123801V000000000000033790988668","2530","12.2.2014",7133083,49.715846,7.718356,139,120,713310065,55590,"Meisenheim",2530,"2014-02-12",5297175,287,5297,82369,0.082369,64.3102987774527
"1267",1267,"E3123801V000000000000033790988976","2530","28.2.2014",7133083,49.718056,7.696667,139,120,713310065,55590,"Meisenheim",2530,"2014-02-28",5297175,489,5297,239121,0.239121,22.1526967518537
"1268",1268,"E3123801V000000000000033790989274","2530","9.3.2014",7133083,49.721402,7.696134,139,120,713310065,55590,"Meisenheim",2530,"2014-03-09",5297175,489,5297,239121,0.239121,22.1526967518537
"1269",1269,"E3123801V000000000000033790989275","2530","8.3.2014",7133083,49.721124,7.688356,139,120,713310065,55590,"Meisenheim",2530,"2014-03-08",5297175,734,5297,538756,0.538756,9.83223388695439
"1270",1270,"E3123801V000000000000038295395669","2530","21.11.2014",7339062,49.978233,7.791959,139,120,733901045,55413,"Oberheimbach",2530,"2014-11-21",6928471,497,6928,247009,0.247009,28.0494678331559
"1271",1271,"E3123801V000000000000038295395670","2530","14.11.2014",7339062,49.975338,7.798027,139,120,733901045,55413,"Oberheimbach",2530,"2014-11-14",6928471,473,6928,223729,0.223729,30.96814002655
"1272",1272,"E3123801V000000000000038849400823","3370","19.12.2014",7331015,49.751525,8.266347,128,104,733907201,67585,"Dorn-Dürkheim",3370,"2014-12-19",5832008,419,5832,175561,0.175561,33.2192685163561
"1273",1273,"E3123801V000000000000038849406188","3370","4.6.2015",7331015,49.748773,8.267707,128,104,733907201,67585,"Dorn-Dürkheim",3370,"2015-06-04",5832008,409,5832,167281,0.167281,34.8635409879185
"1274",1274,"E3123801V000000000000038849406189","3370","4.6.2015",7331015,49.746156,8.269329,128,104,733907201,67585,"Dorn-Dürkheim",3370,"2015-06-04",5832008,409,5832,167281,0.167281,34.8635409879185
"1275",1275,"E3123801V000000000000039539289327","2350","16.12.2014",7143029,50.607408,7.775155,138,92,714307066,56244,"Schenkelberg",2350,"2014-12-16",4131307,551,4131,303601,0.303601,13.6076857454356
"1278",1278,"E3123801V000000000000042827604714","3050","27.11.2015",7231087,49.857302,7.06161,149,101,723101040,54472,"Gornhausen",3050,"2015-11-27",9396323,684,9396,467856,0.467856,20.0837928764406
"1279",1279,"E3123801V000000000000042827604715","3050","11.12.2015",7231087,49.852938,7.069075,149,101,723101040,54472,"Gornhausen",3050,"2015-12-11",9396323,794,9396,630436,0.630436,14.9044835637559
"1280",1280,"E3123801V000000000000042827704713","3050","26.10.2015",7231087,49.853151,7.058145,149,101,723101040,54472,"Gornhausen",3050,"2015-10-26",9315054,568,9315,322624,0.322624,28.872786897441
"1281",1281,"E3123801V000000000000042827707438","3050","4.11.2015",7231087,49.850065,7.061872,1354,101,723101040,54472,"Gornhausen",3050,"2015-11-04",9315054,568,9315,322624,0.322624,28.872786897441
"1282",1282,"E3123801V000000000000042827805112","3050","21.12.2015",7231040,49.840826,7.03932,149,101,723101126,54472,"Veldenz",3050,"2015-12-21",7751096,620,7751,384400,0.3844,20.1641415192508
"1283",1283,"E3123801V000000000000042827839389","3050","13.11.2015",7231040,49.844964,7.040975,149,101,723101126,54472,"Veldenz",3050,"2015-11-13",7751096,575,7751,330625,0.330625,23.4437686200378
"1290",1290,"E3123801V000000000000047525090951","3300","19.8.2016",7231058,49.830822,6.983196,140,112,723106058,54497,"Horath",3300,"2016-09-15",7140397,446,7140,198916,0.198916,35.8965442699431
"1291",1291,"E3123801V000000000000047525090952","3300","30.8.2016",7231058,49.828878,6.977465,140,112,723106058,54497,"Horath",3300,"2016-08-29",7140397,469,7140,219961,0.219961,32.4621046458236
"1292",1292,"E3123801V000000000000047525090953","3300","26.9.2016",7231058,49.82445,6.964982,140,112,723106058,54497,"Horath",3300,"2016-08-30",7140397,484,7140,234256,0.234256,30.4811701728024
"1293",1293,"E3123801V000000000000047525090954","3300","15.9.2016",7231058,49.832005,6.976208,140,112,723106058,54497,"Horath",3300,"2016-09-26",7140397,469,7140,219961,0.219961,32.4621046458236
"1294",1294,"E3123801V000000000000047525090955","3300","21.9.2016",7231058,49.82777,6.965524,140,112,723106058,54497,"Horath",3300,"2016-09-21",7140397,484,7140,234256,0.234256,30.4811701728024
"1295",1295,"E3123801V000000000000047525090956","3300","29.8.2016",7231058,49.823842,6.976507,140,112,723106058,54497,"Horath",3300,"2016-09-21",7140397,540,7140,291600,0.2916,24.4869581618656
"1296",1296,"E3123801V000000000000047525090957","3300","15.8.2016",7231058,49.825686,6.988916,140,112,723106058,54497,"Horath",3300,"2016-08-19",7140397,474,7140,224676,0.224676,31.7808622193737
"1297",1297,"E3123801V000000000000047525090958","3300","15.8.2016",7231058,49.828231,6.985751,140,112,723106058,54497,"Horath",3300,"2016-08-15",7140397,446,7140,198916,0.198916,35.8965442699431
"1307",1307,"E3123801W000000000000131851180600","3450","22.12.2016",7336084,49.55162,7.283568,137,126,713401075,55776,"Ruschberg",3450,"2016-12-22",10030175,656,10030,430336,0.430336,23.3077757845033
"1311",1311,"E3123801W000000000002771761215599","2300","23.11.2016",7235068,49.649581,6.65908,138,82,723503106,54331,"Pellingen",2300,"2016-11-23",5930833,321,5931,103041,0.103041,57.55799147912
"1313",1313,"E3123801W000000000003104781216340","2350","29.12.2016",7339062,49.972484,7.78479,138,92,733901063,55413,"Weiler bei Bingen",2350,"2016-12-29",3928189,378,3928,142884,0.142884,27.4921544749587
"1316",1316,"E3123801W000000000003114481216530","2300","8.11.2016",7140154,49.981083,7.431074,138,82,714008144,55469,"Simmern",2300,"2016-11-08",3716943,841,3717,707281,0.707281,5.25525639738661
"1317",1317,"E3123801W000000000003114481216531","3000","4.1.2017",7140049,49.981816,7.422137,135,115,714008144,55469,"Simmern",3000,"2017-01-04",5821716,841,5822,707281,0.707281,8.23112171824211
"1327",1327,"E3123801W000000000003484410071574","2530","4.11.2016",7135026,50.272019,7.091496,139,120,713502045,56759,"Kaisersesch",2530,"2016-11-04",7805774,733,7806,537289,0.537289,14.5280733460019
"1328",1328,"E3123801W000000000003484410071577","2530","22.11.2016",7135026,50.270511,7.080779,139,120,713502045,56759,"Kaisersesch",2530,"2016-11-22",7805774,509,7806,259081,0.259081,30.128701062602
"1329",1329,"E3123801W000000000003484410071578","2530","16.11.2016",7135026,50.268691,7.085497,139,120,713502045,56759,"Kaisersesch",2530,"2016-11-16",7805774,509,7806,259081,0.259081,30.128701062602
"1334",1334,"E3123801W000000000003595481188139","3000","8.2.2017",7233232,50.320214,6.469899,149,115,723306214,54611,"Hallschlag",3000,"2017-02-08",9311509,615,9312,378225,0.378225,24.618967545773
"1336",1336,"E3123801W000000000003605371189724","2780","3.8.2016",7133060,49.678869,7.595091,139,120,713310060,67744,"Löllbach",2780,"2016-08-03",6038854,305,6039,93025,0.093025,64.9164633163128
"1346",1346,"E3123801W000000000003880851194784","2300","12.8.2016",7233237,50.350775,6.407605,138,82,723306237,54611,"Scheid",2300,"2016-08-17",5003229,868,5003,753424,0.753424,6.6406551954809
"1362",1362,"E3123801W000000000004787901204716","3050","10.11.2016",7231040,49.845077,7.047104,149,101,723101040,54472,"Gornhausen",3050,"2016-11-10",7823957,524,7824,274576,0.274576,28.4946863527766
"1409",1409,"E31280100000000000000000174201515","1250","20.12.2002",7134033,49.566232,7.213383,915,62,713401074,55776,"Rückweiler",1250,"2002-12-20",1950842,262,1951,68644,0.068644,28.419701649088
"1410",1410,"E31280100000000000000000174201515","1250","21.12.2002",7134033,49.567652,7.21169,915,62,713401074,55776,"Rückweiler",1250,"2002-12-20",1950842,262,1951,68644,0.068644,28.419701649088
"1411",1411,"E31280100000000000000000251301517","1500","27.6.2003",7134042,49.596368,7.206811,85,77,713401075,55776,"Ruschberg",1500,"2003-06-27",2590699,333,2591,110889,0.110889,23.3629936242549
"1412",1412,"E31280100000000000000000251301553","1500","2.12.2003",7134042,49.596521,7.21032,85,77,713401075,55776,"Ruschberg",1500,"2003-12-02",2590699,333,2591,110889,0.110889,23.3629936242549
"1413",1413,"E31280100000000000000000251322342","1500","16.7.2003",7134051,49.599367,7.222215,85,77,713401075,55776,"Ruschberg",1500,"2003-07-16",2590699,487,2591,237169,0.237169,10.9234301278835
"1414",1414,"E31280100000000000000000251322857","1500","31.3.2006",7134042,49.596053,7.202344,100,77,713401075,55776,"Ruschberg",1500,"2006-03-31",2619767,425,2620,180625,0.180625,14.5039003460208
"1415",1415,"E31280100000000000000000331501459","2000","11.11.2004",7134020,49.638191,7.209721,105,90,713402020,55765,"Dienstweiler",2000,"2004-11-11",3349326,567,3349,321489,0.321489,10.4181667179904
"1416",1416,"E31280100000000000000000331513065","2000","12.11.2004",7134020,49.64136,7.214653,105,90,713402020,55765,"Dienstweiler",2000,"2004-11-12",3349326,409,3349,167281,0.167281,20.0221543391061
"1417",1417,"E31280100000000000000000331513066","2000","20.10.2004",7134020,49.642184,7.205446,105,90,713402020,55765,"Dienstweiler",2000,"2004-10-20",3349326,474,3349,224676,0.224676,14.9073599316349
"1418",1418,"E31280100000000000000000331513067","2000","16.11.2004",7134020,49.642056,7.210463,105,90,713402020,55765,"Dienstweiler",2000,"2004-11-16",3349326,409,3349,167281,0.167281,20.0221543391061
"1419",1419,"E31280100000000000000000584431564","1500","29.9.2006",7134019,49.701702,7.409601,100,77,713405055,55758,"Mittelreidenbach",1500,"2006-09-28",2750088,566,2750,320356,0.320356,8.58447477181635
"1420",1420,"E31280100000000000000000584431567","1500","29.9.2006",7134019,49.701099,7.41553,100,77,713405055,55758,"Mittelreidenbach",1500,"2006-09-29",2750088,566,2750,320356,0.320356,8.58447477181635
"1421",1421,"E31280100000000000000000843959621","2500","15.6.2010",7134008,49.570607,7.270193,100,100,713401026,55777,"Fohren-Linden",2500,"2010-06-15",3417404,530,3417,280900,0.2809,12.1659095763617
"1425",1425,"E31280100000000340000005946222337","500","19.12.1996",7134042,49.623569,7.204228,65,403,713402042,55768,"Hoppstädten-Weiersbach",500,"1996-12-01",580806,207,581,42849,0.042849,13.5547153959252
