"","X","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh","nearest","menge_mwh","area_m2","area_km2","kwh_m2"
"1426",1426,"E31280100000000340000005946222338","500","19.12.1996",7134042,49.626042,7.20201,65,403,713402042,55768,"Hoppstädten-Weiersbach",500,"1996-12-01",580806,212,581,44944,0.044944,12.9228818084728
"1427",1427,"E31280100000000340000006639401325","1500","12.10.2000",7134054,49.586467,7.331331,67,66,713401054,55777,"Mettweiler",1500,"2000-10-12",2045664,206,2046,42436,0.042436,48.2058629465548
"1428",1428,"E31280100000000340000006639401420","1000","7.5.2003",7134054,49.58585,7.326792,705,586,713401054,55777,"Mettweiler",1000,"2003-05-07",1698278,439,1698,192721,0.192721,8.81210662045133
"1429",1429,"E31280100000000340000006639401421","600","6.5.2003",7134054,49.58785,7.330864,777,44,713401054,55777,"Mettweiler",600,"2003-05-06",960733,206,961,42436,0.042436,22.639574889245
"1430",1430,"E31280100000000340000006640022339","500","1.12.1996",7134054,49.587714,7.323148,65,403,713401054,55777,"Mettweiler",500,"1996-12-01",796658,439,797,192721,0.192721,4.13373737164087
"1431",1431,"E31416015500000000000000200200140","3050","25.6.2014",7331003,49.732664,8.160489,1354,101,733100003,55232,"Alzey",3050,"2014-06-04",6212129,348,6212,121104,0.121104,51.2958201215484
"1432",1432,"E31416015500000000000000200200150","3050","11.6.2014",7331003,49.730472,8.161982,1354,101,733100003,55232,"Alzey",3050,"2014-06-04",6212129,348,6212,121104,0.121104,51.2958201215484
"1433",1433,"E31416015500000000000000200200160","3050","26.6.2014",7331003,49.727944,8.163319,1354,101,733100003,55232,"Alzey",3050,"2014-06-04",6212129,388,6212,150544,0.150544,41.2645405994261
"1439",1439,"E31495010000000000060208047000000","1000","27.9.2001",7141011,50.242807,7.965243,70,54,714111011,56370,"Berndroth",3000,"2001-09-27",2975282,768,2975,589824,0.589824,5.04435560438368
"1440",1440,"E31495010000000000060208047000000","1000","27.9.2001",7141011,50.243078,7.974453,70,54,714111011,56370,"Berndroth",3000,"2001-09-27",2975282,228,2975,51984,0.051984,57.2345721760542
"1441",1441,"E31495010000000000060208047000000","1000","27.9.2001",7141011,50.24443,7.973163,70,54,714111011,56370,"Berndroth",3000,"2001-09-27",2975282,228,2975,51984,0.051984,57.2345721760542
"1442",1442,"E31495010000000000060208047600000","900","27.12.2001",7141038,50.39391,7.923868,738,522,714103038,65558,"Eppenrod",3900,"2001-12-17",4380374,341,4380,116281,0.116281,37.6705910681883
"1443",1443,"E31495010000000000060208047600000","900","17.12.2001",7141038,50.397043,7.931485,738,522,714103038,65558,"Eppenrod",3900,"2001-12-17",4380374,263,4380,69169,0.069169,63.3285720481719
"1444",1444,"E31495010000000000060208047600000","900","27.12.2001",7141038,50.394061,7.930412,738,522,714103038,65558,"Eppenrod",3900,"2001-12-17",4380374,317,4380,100489,0.100489,43.5905820537571
"1445",1445,"E31495010000000000060208047600000","600","15.4.2002",7141038,50.395581,7.9332,78,44,714103038,65558,"Eppenrod",3900,"2001-12-17",4380374,263,4380,69169,0.069169,63.3285720481719
"1446",1446,"E31495010000000000060208047600000","600","15.4.2002",7141038,50.394908,7.927232,78,44,714103038,65558,"Eppenrod",3900,"2001-12-17",4380374,317,4380,100489,0.100489,43.5905820537571
"1447",1447,"E31495010000000000060235572900000","800","19.12.2013",7141011,50.246624,7.97376,73,53,714111088,56370,"Mittelfischbach",808,"2013-12-19",1079982,321,1080,103041,0.103041,10.4810900515329
"1450",1450,"E32954010000000000001603200500001","2300","22.3.2013",7338013,49.587223,8.288125,85,71,733806013,67259,"Heuchelheim",2300,"2013-03-22",2558961.36,199,2559,39601,0.039601,64.6186045806924
"1451",1451,"E32954010000000000001603200500002","2350","11.11.2016",7332010,49.58529,8.275043,13838,92,733207010,67246,"Dirmstein",2350,"2016-11-11",3886403.64,305,3886,93025,0.093025,41.7780557914539
"1452",1452,"E32954010000000000001603603000001","2400","9.6.2016",7338015,49.589912,8.303337,141,1168,731900000,67547,"Worms",2400,"2016-06-09",4836034.5,657,4836,431649,0.431649,11.2036272526984
"1453",1453,"E32954010000000000001603603000002","2400","9.6.2016",7338015,49.58962,8.295192,141,1168,731900000,67547,"Worms",2400,"2016-06-09",4836034.5,523,4836,273529,0.273529,17.680152744316
"1454",1454,"E32954010000000000001603603000003","2400","16.6.2016",7338015,49.586708,8.298443,141,1168,731900000,67547,"Worms",2400,"2016-06-16",4836034.5,523,4836,273529,0.273529,17.680152744316
"1455",1455,"E32954010000000000001603603000004","2400","20.6.2016",7338015,49.58304,8.298814,141,1168,731900000,67547,"Worms",2400,"2016-06-20",4836034.5,535,4836,286225,0.286225,16.8959192942615
"1456",1456,"E32954010000000000003610170500001","3050","24.9.2015",7331003,49.726419,8.157371,1354,101,733100003,55232,"Alzey-Dautenheim",3050,"2015-09-24",6122895,502,6123,252004,0.252004,24.296816717195
"1458",1458,"E32954010000000000003610200900001","2350","23.12.2013",7339066,49.773,8.302,138,92,733907066,67587,"Wintersheim",2350,"2013-12-16",4762758,68,4763,4624,0.004624,1030.00821799308
"1459",1459,"E32954010000000000003612200200001","3050","15.10.2013",7331003,49.729713,8.15575,1354,101,733100003,55232,"Alzey-Dautenheim",3050,"2013-10-15",6661793.25,502,6662,252004,0.252004,26.4352678925731
"1460",1460,"E32954010000000000003613500500001","3050","29.9.2013",7339028,49.777756,8.307269,135,101,733907024,67583,"Guntersblum",3050,"2013-09-23",5587294,465,5587,216225,0.216225,25.8401849924847
"1461",1461,"E32954010000000000003613500500002","3050","16.10.2013",7339028,49.774558,8.307561,135,101,733907024,67583,"Guntersblum",3050,"2013-09-23",5803505,465,5804,216225,0.216225,26.840120245115
"1462",1462,"E32954010000000000003613500500003","3050","21.11.2013",7339028,49.773458,8.302139,135,101,733907024,67583,"Guntersblum",3050,"2013-09-23",5925121,68,5925,4624,0.004624,1281.38429930796
"1463",1463,"E32954010000000000003613500500004","3050","29.11.2013",7339028,49.778575,8.300969,135,101,733907024,67583,"Guntersblum",3050,"2013-09-23",5381206,603,5381,363609,0.363609,14.7994301571193
"1464",1464,"E32954010000000000003613500500005","3050","23.9.2014",7339015,49.791167,8.312389,135,101,733907024,67583,"Guntersblum",3050,"2014-09-23",6235212,448,6235,200704,0.200704,31.0667051977041
"1465",1465,"E32954010000000000003613500500006","3050","26.9.2014",7339015,49.786882,8.3087,135,101,733907024,67583,"Guntersblum",3050,"2014-09-26",6166658,667,6167,444889,0.444889,13.8611159188022
"1467",1467,"E32954010000000000003614601100001","3370","3.8.2013",7331026,49.751689,8.197239,128,104,733101026,55234,"Framersheim",3370,"2013-08-03",7113516.77,480,7114,230400,0.2304,30.8746387586806
"1468",1468,"E32954010000000000003614601100002","3370","13.8.2013",7331026,49.749119,8.200446,128,104,733101026,55234,"Framersheim",3370,"2013-08-13",7389415.96,457,7389,208849,0.208849,35.3816200221212
"1469",1469,"E32954010000000000003615001015600","2500","19.1.2012",7333083,49.753703,7.868596,135,100,733307083,67822,"Winterborn",2500,"2012-01-18",5127793.2,606,5128,367236,0.367236,13.9632094892658
"1470",1470,"E32954010000000000003615100500001","2300","8.6.2016",7339060,49.826203,8.204783,138,92,733106029,55288,"Gabsheim",2300,"2016-06-08",4313399,109,4313,11881,0.011881,363.050164127599
"1471",1471,"E32954010000000000003615100500002","2300","13.6.2016",7339060,49.825683,8.208922,138,92,733106029,55288,"Gabsheim",2300,"2016-06-13",4313399,80,4313,6400,0.0064,673.96859375
"1472",1472,"E32954010000000000003615100500003","2300","21.6.2016",7339060,49.822604,8.209639,138,92,733106029,55288,"Gabsheim",2300,"2016-06-21",4313399,451,4313,203401,0.203401,21.2063804996042
"1473",1473,"E32954010000000000003615500200001","3000","11.12.2015",7331031,49.730275,8.170978,149,115,733107039,55234,"Hangen-Weisheim",3000,"2015-12-11",7390449,462,7390,213444,0.213444,34.6247680890538
"1474",1474,"E32954010000000000003615925000001","800","24.12.2015",7339021,49.911765,7.951871,73,53,733908021,55457,"Gensingen",800,"2015-12-24",687174.5,606,687,367236,0.367236,1.87120679889771
"1475",1475,"E32954010000000000003615925000002","800","24.12.2015",7339021,49.907339,7.950867,73,53,733908021,55457,"Gensingen",800,"2015-12-24",687174.5,467,687,218089,0.218089,3.15089023288657
"1476",1476,"E32954010000000000003615925000003","800","30.12.2015",7339021,49.909182,7.946774,73,53,733908021,55457,"Gensingen",800,"2015-12-30",687174.5,467,687,218089,0.218089,3.15089023288657
"1477",1477,"E32954010000000000003616501000001","3370","10.1.2013",7331020,49.719433,8.172924,128,104,733101020,55234,"Eppelsheim",3370,"2013-01-10",5658642,423,5659,178929,0.178929,31.625069161511
"1478",1478,"E32954010000000000003616501000002","3370","11.2.2013",7331011,49.727468,8.173287,128,104,733107039,55234,"Hangen-Weisheim",3370,"2013-02-02",5658642,462,5659,213444,0.213444,26.5111317254174
"1479",1479,"E32954010000000000003616501000003","3370","2.3.2013",7331011,49.724727,8.177441,128,104,733107039,55234,"Hangen-Weisheim",3370,"2013-02-11",5658642,457,5659,208849,0.208849,27.0944174978094
"1480",1480,"E32954010000000000003616501900001","3075","3.12.2013",7331020,49.724463,8.168232,140,112,733101020,55234,"Eppelsheim",3075,"2013-12-03",6577628,472,6578,222784,0.222784,29.5246875897731
"1481",1481,"E32954010000000000003616501900002","3075","28.12.2013",7331020,49.722277,8.171946,140,112,733101020,55234,"Eppelsheim",3075,"2013-12-28",6577628,423,6578,178929,0.178929,36.7611063606235
"1485",1485,"E32954010000000000003616502300004","3075","20.12.2013",7331024,49.696817,8.109466,140,112,733101024,55234,"Flomborn",3075,"2013-12-20",6736364.4,452,6736,204304,0.204304,32.9722589866082
"1486",1486,"E32954010000000000003616502300005","3075","20.12.2013",7331024,49.682388,8.113875,140,112,733101024,55234,"Flomborn",3075,"2013-12-20",6736364.4,532,6736,283024,0.283024,23.8013892814744
"1487",1487,"E32954010000000000003616703100001","3050","14.11.2014",7339024,49.788689,8.315234,1354,101,733907024,67583,"Guntersblum",3050,"2014-11-14",6184324,448,6184,200704,0.200704,30.813157684949
"1488",1488,"E32954010000000000003616703100002","3050","25.11.2014",7339024,49.792433,8.318269,1354,101,733907024,67583,"Guntersblum",3050,"2014-11-25",6184324,582,6184,338724,0.338724,18.257708340714
"1489",1489,"E32954010000000000003616703100003","3050","17.12.2014",7339024,49.786923,8.319349,1354,101,733907024,67583,"Guntersblum",3050,"2014-12-17",6184324,463,6184,214369,0.214369,28.848966035201
"1490",1490,"E32954010000000000003617201000001","3075","19.12.2014",7331011,49.721743,8.179003,140,112,733107036,67598,"Gundersheim",3075,"2014-12-19",6466577,457,6467,208849,0.208849,30.9629301552797
"1491",1491,"E32954010000000000003619500400001","3050","13.6.2014",7331021,49.755798,8.053352,135,101,733101043,55237,"Lonsheim",3050,"2014-04-17",6673545,433,6674,187489,0.187489,35.5943282005878
"1492",1492,"E32954010000000000003623500815599","3050","24.1.2012",7331029,49.814256,8.15921,1354,101,733106029,55288,"Gabsheim",3050,"2011-12-30",5871756.02,405,5872,164025,0.164025,35.7979333638165
"1493",1493,"E32954010000000000003623500815600","3050","16.4.2012",7331029,49.811471,8.15955,1354,101,733106029,55288,"Gabsheim",3050,"2012-04-16",5939867.62,405,5940,164025,0.164025,36.2131846974547
"1494",1494,"E32954010000000000003623500815601","3050","4.5.2012",7331029,49.817264,8.15995,1354,101,733106029,55288,"Gabsheim",3050,"2012-05-04",5562644.6,442,5563,195364,0.195364,28.4732325300465
"1495",1495,"E32954010000000000003623500815602","3050","10.5.2012",7331029,49.815566,8.171645,135,101,733106029,55288,"Gabsheim",3050,"2012-05-11",5918498.04,521,5918,271441,0.271441,21.8039943855202
"1496",1496,"E32954010000000000003623500815603","3050","6.6.2012",7331029,49.816781,8.16642,1354,101,733106029,55288,"Gabsheim",3050,"2012-06-06",5318065.72,521,5318,271441,0.271441,19.5919765989663
"1497",1497,"E32954010000000000003625400100001","3200","30.8.2013",7331046,49.6243,8.155215,143,114,733103066,67591,"Wachenheim",3200,"2013-09-05",7026060,427,7026,182329,0.182329,38.5350657328236
"1498",1498,"E32954010000000000003625400100002","3200","26.8.2013",7331046,49.624774,8.162321,143,112,733103066,67591,"Wachenheim",3200,"2013-09-05",7026060,675,7026,455625,0.455625,15.42070781893
"1499",1499,"E32954010000000000003625400200001","3200","28.9.2013",7331046,49.630192,8.154443,143,114,733103066,67591,"Wachenheim",3200,"2013-09-13",6817890,423,6818,178929,0.178929,38.1038847811143
"1500",1500,"E32954010000000000003625400200002","3200","13.9.2013",7331046,49.627286,8.154125,143,114,733103066,67591,"Wachenheim",3200,"2013-09-13",6817890,423,6818,178929,0.178929,38.1038847811143
"1501",1501,"E32954010000000000003625400200003","3200","13.9.2013",7331046,49.628387,8.166993,143,114,733103066,67591,"Wachenheim",3200,"2013-09-13",6817890,686,6818,470596,0.470596,14.4877772016762
"1506",1506,"E32954010200000000001600120811216","1500","14.11.2001",7319000,49.653086,8.302393,85,77,731900000,67550,"Worms-Herrnsheim",1500,"2001-10-12",1738281.42,465,1738,216225,0.216225,8.03922497398543
"1507",1507,"E32954010200000000001600120811217","1500","21.11.2001",7319000,49.653727,8.293892,100,77,731900000,67550,"Worms-Herrnsheim",1500,"2001-11-21",1636721.11,347,1637,120409,0.120409,13.5930130638075
"1508",1508,"E32954010200000000001600120811218","1500","21.11.2001",7319000,49.653146,8.297462,85,77,731900000,67550,"Worms-Herrnsheim",1500,"2001-11-21",1480775.52,347,1481,120409,0.120409,12.2978807232018
"1509",1509,"E32954010200000000001600120811226","1500","1.2.2006",7319000,49.655136,8.29008,85,77,731900000,67550,"Worms-Herrnsheim",1500,"2006-02-01",1828797.95,414,1829,171396,0.171396,10.6700153445821
"1510",1510,"E32954010200000000001600317015563","3000","22.2.2012",7319000,49.657308,8.301973,119,112,731900000,67550,"Worms-Herrnsheim",3000,"2011-12-29",5427870.86,571,5428,326041,0.326041,16.6478168696575
"1511",1511,"E32954010200000000001600317015564","3000","13.1.2012",7319000,49.649227,8.271765,119,112,731900000,67551,"Worms-Pfeddersheim",3000,"2012-01-13",5427870.86,803,5428,644809,0.644809,8.41779637070823
"1512",1512,"E32954010200000000001600317015565","3000","21.1.2012",7319000,49.650905,8.28551,119,112,731900000,67551,"Worms-Pfeddersheim",3000,"2012-01-21",5427870.86,486,5428,236196,0.236196,22.98036740673
"1513",1513,"E32954010200000000001600317015566","3000","24.1.2012",7319000,49.65902,8.291696,119,112,731900000,67550,"Worms-Abenheim",3000,"2012-01-24",5427870.86,480,5428,230400,0.2304,23.5584672743056
"1514",1514,"E32954010200000000001600317015567","3000","9.2.2012",7319000,49.652306,8.280835,119,112,731900000,67551,"Worms-Pfeddersheim",3000,"2012-02-09",5427870.86,486,5428,236196,0.236196,22.98036740673
"1515",1515,"E32954010200000000001600317015568","3000","9.2.2012",7319000,49.658572,8.286653,119,112,731900000,67550,"Worms-Abenheim",3000,"2012-02-09",5427870.86,480,5428,230400,0.2304,23.5584672743056
"1516",1516,"E32954010200000000001600317015569","3000","29.12.2011",7319000,49.660986,8.299842,119,112,731900000,67550,"Worms-Herrnsheim",3000,"2012-02-22",5427870.86,571,5428,326041,0.326041,16.6478168696575
"1523",1523,"E32954010200000000003615000111203","600","22.7.1999",7133032,49.759301,7.871033,775,43,713301032,55546,"Fürfeld",600,"1999-07-22",671154.22,266,671,70756,0.070756,9.48547430606592
"1525",1525,"E32954010200000000003615000111214","600","1.7.2001",7133032,49.757093,7.872361,775,43,713301032,55546,"Fürfeld",600,"2001-07-01",671154.22,344,671,118336,0.118336,5.67159799215792
"1526",1526,"E32954010200000000003615301511222","800","16.11.2005",7331030,49.825114,8.032827,76,48,733105030,55599,"Gau-Bickelheim",4000,"2005-11-16",4758510,625,4759,390625,0.390625,12.1817856
"1531",1531,"E32954010200000000003615500111227","800","10.3.2006",7331031,49.738501,8.196756,76,48,733101031,55234,"Gau-Heppenheim",3200,"2006-03-10",4416603.75,186,4417,34596,0.034596,127.662265868887
"1539",1539,"E32954010200000000003616500511201","600","1.3.1999",7331031,49.739594,8.195661,775,43,733107011,55234,"Hochborn",3000,"1999-03-01",3979649.22,189,3980,35721,0.035721,111.409233224154
"1540",1540,"E32954010200000000003616500511202","600","18.2.1999",7331011,49.731361,8.187865,775,43,733107036,67598,"Gundersheim",1200,"1999-03-01",1017826.76,895,1018,801025,0.801025,1.27065542273961
"1543",1543,"E32954010200000000003616900611200","1000","29.12.1998",7339067,49.878705,8.232687,70,54,733906067,55270,"Zornheim",1000,"1999-01-01",1271893.75,202,1272,40804,0.040804,31.1708104597588
"1544",1544,"E32954010200000000003616900611209","600","27.7.2000",7339067,49.879894,8.231555,60,43,733906067,55270,"Zornheim",600,"2000-07-27",763136.25,202,763,40804,0.040804,18.7024862758553
"1548",1548,"E32954010200000000003617500011223","800","12.1.2006",7331003,49.761338,8.059445,76,48,733100003,55232,"Alzey-Heimersheim",800,"2005-12-20",1132362.41,364,1132,132496,0.132496,8.54638940043473
"1549",1549,"E32954010200000000003617500011225","800","29.12.2005",7331003,49.758895,8.058564,76,48,733100003,55232,"Alzey-Heimersheim",800,"2006-01-12",1105683.59,362,1106,131044,0.131044,8.43749877903605
"1550",1550,"E32954010200000000003618000112857","1000","23.12.1998",7331031,49.739803,8.203067,70,54,733101031,55234,"Gau-Heppenheim",1000,"1998-12-23",1186770,187,1187,34969,0.034969,33.93777345649
"1552",1552,"E32954010200000000003618000414525","800","23.6.2010",7331011,49.734732,8.19611,7325,529,733107011,55234,"Hochborn",800,"2010-06-23",1205154.75,306,1205,93636,0.093636,12.8706346917852
"1553",1553,"E32954010200000000003618000414526","800","23.6.2010",7331031,49.736992,8.204438,735,53,733107011,55234,"Hochborn",800,"2010-06-23",1205154.75,245,1205,60025,0.060025,20.0775468554769
"1554",1554,"E32954010200000000003618000414527","800","23.6.2010",7331031,49.738531,8.203358,735,53,733107011,55234,"Hochborn",800,"2010-06-23",1205154.75,187,1205,34969,0.034969,34.4635176870943
"1555",1555,"E32954010200000000003619600114530","800","17.10.2010",7339034,49.885472,8.30175,73,53,733902034,55296,"Lörzweiler",800,"2010-10-15",1272076,260,1272,67600,0.0676,18.8176923076923
