"","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","leistung_s","indatum_s","eiccode","bnetznr","menge_kwh","lk_nr","lk_name","flh","menge_mwh","vg_nr","vg_name"
"1474","E3123801W000000000003484410071574","GE Wind Energy GmbH","GE 2.5",2530,"04.11.2016",7135026,"50,272019","7,091496",139,120,713502045,56759,"Kaisersesch",2530,"2016-11-04",NA,10003764,7805774,7135,"Cochem-Zell",3085.28616600791,7806,713502,"Kaisersesch"
"1475","E3123801W000000000003484410071577","GE Wind Energy GmbH","GE 2.5",2530,"22.11.2016",7135026,"50,270511","7,080779",139,120,713502045,56759,"Kaisersesch",2530,"2016-11-22",NA,10003764,7805774,7135,"Cochem-Zell",3085.28616600791,7806,713502,"Kaisersesch"
"1476","E3123801W000000000003484410071578","GE Wind Energy GmbH","GE 2.5",2530,"16.11.2016",7135026,"50,268691","7,085497",139,120,713502045,56759,"Kaisersesch",2530,"2016-11-16",NA,10003764,7805774,7135,"Cochem-Zell",3085.28616600791,7806,713502,"Kaisersesch"
"1477","E3123801W000000000003528601167290","Senvion Deutschland GmbH","SEN 3.2M114",3200,"24.03.2018",7140014,"50,13803","7,587343",143,114,714009031,56281,"DÃ¶rth",3170,"2018-03-24",NA,10003764,8031466,7140,"Rhein-Hundsrück",2533.58548895899,8031,714009,"Hundsrück-Mittelrhein"
"1478","E3123801W000000000003595481188136","ENERCON GmbH","E-115",3000,"23.03.2017",7233232,"50,320052","6,458766",149,115,723306214,54611,"Hallschlag",3000,"2017-03-23",NA,10003764,9311509,7233,"Vulkaneifel",3103.83633333333,9312,723306,"Geroldstein"
"1479","E3123801W000000000003595481188137","ENERCON GmbH","E-115",3000,"28.02.2017",7233232,"50,317351","6,461523",149,115,723306214,54611,"Hallschlag",3000,"2017-02-28",NA,10003764,9311509,7233,"Vulkaneifel",3103.83633333333,9312,723306,"Geroldstein"
"1480","E3123801W000000000003595481188138","ENERCON GmbH","E-115",3000,"30.03.2017",7233232,"50,315906","6,467866",149,115,723306214,54611,"Hallschlag",3000,"2017-03-30",NA,10003764,9311509,7233,"Vulkaneifel",3103.83633333333,9312,723306,"Geroldstein"
"1481","E3123801W000000000003595481188139","ENERCON GmbH","E-115",3000,"08.02.2017",7233232,"50,320214","6,469899",149,115,723306214,54611,"Hallschlag",3000,"2017-02-08",NA,10003764,9311509,7233,"Vulkaneifel",3103.83633333333,9312,723306,"Geroldstein"
"1483","E3123801W000000000003605371189724","GE Wind Energy GmbH","GE-120-2,75/139,00/120,00/2,78MW",2780,"03.08.2016",7133060,"49,678869","7,595091",139,120,713310060,67744,"LÃ¶llbach",2780,"2016-08-03",NA,10003764,6038854,7133,"Bad Kreuznach",2172.24964028777,6039,713310,"Nahe Glan"
"1485","E3123801W000000000003672131214793","ENERCON GmbH","E-141 EP4",4200,"21.03.2017",7331024,"49,671945","8,196543",129,141,733107036,67598,"Gundersheim",4200,"2017-03-21",NA,10003764,8797734,7331,"Alzey-Worms",2094.69857142857,8798,733107,"Wonnegau"
"1492","E3123801W000000000003807051225828","ENERCON GmbH","E82",2300,"30.12.2017",7232231,"50,16855","6,238719",138,82,723206231,54597,"Habscheid",2300,"2017-12-30",NA,10003764,4981752,7232,"Eifelkreis Bitburg-Prüm",2165.97913043478,4982,723206,"Prüm"
"1493","E3123801W000000000003880851194784","ENERCON GmbH","E-82 E2",2300,"12.08.2016",7233237,"50,350775","6,407605",138,82,723306237,54611,"Scheid",2300,"2016-08-17",NA,10003764,5003229,7233,"Vulkaneifel",2175.31695652174,5003,723306,"Geroldstein"
"1494","E3123801W000000000004242291178082","ENERCON GmbH","E-115",3000,"25.03.2017",7233035,"50,328792","6,505922",149,115,723306214,54611,"Hallschlag",3000,"2017-03-25",NA,10003764,8637095,7233,"Vulkaneifel",2879.03166666667,8637,723306,"Geroldstein"
"1495","E3123801W000000000004242291178083","ENERCON GmbH","E-115",3000,"17.03.2017",7233035,"50,325069","6,50599",149,115,723306214,54611,"Hallschlag",3000,"2017-03-17",NA,10003764,8637095,7233,"Vulkaneifel",2879.03166666667,8637,723306,"Geroldstein"
"1496","E3123801W000000000004242291178084","ENERCON GmbH","E-115",3000,"26.04.2017",7233035,"50,319631","6,499447",149,115,723306214,54611,"Hallschlag",3000,"2017-04-26",NA,10003764,8637095,7233,"Vulkaneifel",2879.03166666667,8637,723306,"Geroldstein"
"1497","E3123801W000000000004242291178085","ENERCON GmbH","E-115",3000,"22.02.2017",7233035,"50,315067","6,492635",149,115,723306214,54611,"Hallschlag",3000,"2017-02-22",NA,10003764,8637095,7233,"Vulkaneifel",2879.03166666667,8637,723306,"Geroldstein"
"1498","E3123801W000000000004242291204109","ENERCON GmbH","E115",3000,"30.03.2017",7233035,"50,311289","6,492229",149,115,723306214,54611,"Hallschlag",3000,"2017-03-30",NA,10003764,8637091,7233,"Vulkaneifel",2879.03033333333,8637,723306,"Geroldstein"
"1502","E3123801W000000000004674601212218","Vestas Deutschland GmbH","V112",3300,"04.11.2016",7233235,"50,312527","6,472532",NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","E3123801W000000000004697680090121","ENERCON GmbH","E-82",2300,"28.07.2017",7232217,"50,130806","6,402346",138.38,82,723201217,54649,"Eilscheid",2300,"2017-07-28",NA,10003764,5155351,7232,"Eifelkreis Bitburg-Prüm",2241.45695652174,5155,723201,"Arzfeld"
"1504","E3123801W000000000004697680090137","ENERCON GmbH","E-82",2300,"30.08.2017",7232217,"50,13152","6,406115",138.38,82,723201217,54649,"Eilscheid",2300,"2017-08-30",NA,10003764,5155351,7232,"Eifelkreis Bitburg-Prüm",2241.45695652174,5155,723201,"Arzfeld"
"1505","E3123801W000000000004787901204716","ENERCON GmbH","E-101",3050,"10.11.2016",7231040,"49,845077","7,047104",149,101,723101040,54472,"Gornhausen",3050,"2016-11-10",NA,10003764,7823957,7231,"Bernkastel-Wittlich",2565.23180327869,7824,723101,"Bernkastel-Kues"
"1508","E3123801W000000000004939660117927","ENERCON GmbH","E-101",3050,"31.03.2017",7232262,"50,142","6,402",149,101,723206290,54595,"Orlenbach",3050,"2017-03-31",NA,10003764,7702931,7232,"Eifelkreis Bitburg-Prüm",2525.55114754098,7703,723206,"Prüm"
"1510","E3123801W000000000005092531212242","ENERCON GmbH","E-115",3000,"27.04.2017",7333021,"49,695923","7,733352",135,115,713310065,55590,"Meisenheim",3000,"2017-04-27",NA,10003764,6496225,7133,"Bad Kreuznach",2165.40833333333,6496,713310,"Nahe Glan"
"1511","E3123801W000000000005180781177653","Vestas Deutschland GmbH","V 112",3450,"11.06.2018",7232308,"50,196222","6,336681",140,112,723206320,54595,"Watzerath",3450,"2018-06-11",NA,10003764,4415850,7232,"Eifelkreis Bitburg-Prüm",1279.95652173913,4416,723206,"Prüm"
"1512","E3123801W000000000005180781219776","GE Wind Energy GmbH","GE 2.75-120",2750,"13.07.2017",7232292,"50,187655","6,338124",139,120,723206320,54595,"Watzerath",2780,"2017-07-05",NA,10003764,4142851,7232,"Eifelkreis Bitburg-Prüm",1490.23417266187,4143,723206,"Prüm"
"1513","E3123801W000000000005258220151966","Nordex SE","N117/2400 PH141",2400,"09.09.2017",7231006,"49,774174","6,959297",140.6,116.8,723106006,54426,"Berglicht",2400,"2017-09-09",NA,10003764,6287325,7231,"Bernkastel-Wittlich",2619.71875,6287,723106,"Thalfang am Erbeskopf"
"1514","E3123801W000000000005263711190971","Vestas Deutschland GmbH","Vestas V112 3,3 MW",3300,"27.07.2017",7231202,"49,782954","6,930907",140,112,723106202,54426,"Breit",3300,"2017-07-27",NA,10003764,5943759,7231,"Bernkastel-Wittlich",1801.13909090909,5944,723106,"Thalfang am Erbeskopf"
"1515","E3123801W000000000005263711190972","Vestas Deutschland GmbH","Vestas V112 3,3 MW",3300,"30.08.2017",7231115,"49,766419","6,934375",140,112,723106202,54426,"Breit",3300,"2017-08-30",NA,10003764,5943759,7231,"Bernkastel-Wittlich",1801.13909090909,5944,723106,"Thalfang am Erbeskopf"
"1516","E3123801W000000000005263711190975","Vestas Deutschland GmbH","Vestas V112 3,3 MW",3300,"30.07.2017",7231203,"49,779759","6,932377",140,112,723106202,54426,"Breit",3300,"2017-07-30",NA,10003764,5943759,7231,"Bernkastel-Wittlich",1801.13909090909,5944,723106,"Thalfang am Erbeskopf"
"1517","E3123801W000000000005263711190976","Vestas Deutschland GmbH","Vestas V112 3,3 MW",3300,"30.08.2017",7231202,"49,766534","6,924704",140,112,723106202,54426,"Breit",3300,"2017-08-30",NA,10003764,5943759,7231,"Bernkastel-Wittlich",1801.13909090909,5944,723106,"Thalfang am Erbeskopf"
"1518","E3123801W000000000005297981208865","Vestas Deutschland GmbH","V126",3300,"28.12.2017",7140094,"49,969778","7,379481",166,126,714004145,55487,"Sohren",3300,"2017-12-28",NA,10003764,7785301,7140,"Rhein-Hundsrück",2359.18212121212,7785,714004,"Kirchberg (Hunsrück)"
"1519","E3123801W000000000005297981212893","Vestas Deutschland GmbH","V 126 NH 166",3300,"19.12.2017",7140094,"49,968536","7,347306",166,126,714004145,55487,"Sohren",3300,"2017-12-19",NA,10003764,7785301,7140,"Rhein-Hundsrück",2359.18212121212,7785,714004,"Kirchberg (Hunsrück)"
"1520","E3123801W000000000005297981212895","Vestas Deutschland GmbH","V 126 NH 166",3300,"11.12.2017",7140111,"49,966264","7,349703",166,126,714004145,55487,"Sohren",3300,"2017-12-11",NA,10003764,7785301,7140,"Rhein-Hundsrück",2359.18212121212,7785,714004,"Kirchberg (Hunsrück)"
"1521","E3123801W000000000005364851006162","ENERCON GmbH","E-115 TES",3000,"28.03.2018",7231133,"49,851837","6,988985",149,115.72,723101133,54487,"Wintrich",3000,"2018-03-28",NA,10003764,6997084,7231,"Bernkastel-Wittlich",2332.36133333333,6997,723101,"Bernkastel-Kues"
"1522","E3123801W000000000005364851231093","ENERCON GmbH","E-115 TES",3000,"28.03.2018",7231133,"49,851796","6,980988",149,115.72,723101133,54487,"Wintrich",3000,"2018-03-28",NA,10003764,6997084,7231,"Bernkastel-Wittlich",2332.36133333333,6997,723101,"Bernkastel-Kues"
"1523","E3123801W000000000005364851231095","ENERCON GmbH","E-115 TES",3000,"18.05.2018",7231133,"49,848496","6,982558",149,115.72,723101133,54487,"Wintrich",3000,"2018-05-18",NA,10003764,6997084,7231,"Bernkastel-Wittlich",2332.36133333333,6997,723101,"Bernkastel-Kues"
"1524","E3123801W000000000005364851231096","ENERCON GmbH","E-115 TES",3000,"30.05.2018",7231133,"49,847475","6,988026",149,115.72,723101133,54487,"Wintrich",3000,"2018-05-30",NA,10003764,6997084,7231,"Bernkastel-Wittlich",2332.36133333333,6997,723101,"Bernkastel-Kues"
"1525","E3123801W000000000005364851231097","ENERCON GmbH","E-115 TES",3000,"30.05.2018",7231133,"49,849864","7,002868",149,115.72,723101133,54487,"Wintrich",3000,"2018-05-30",NA,10003764,6997084,7231,"Bernkastel-Wittlich",2332.36133333333,6997,723101,"Bernkastel-Kues"
"1526","E3123801W000000000005364851231098","ENERCON GmbH","E-115 TES",3000,"05.06.2018",7231133,"49,846782","7,005707",149,115.72,723101133,54487,"Wintrich",3000,"2018-06-05",NA,10003764,6997111,7231,"Bernkastel-Wittlich",2332.37033333333,6997,723101,"Bernkastel-Kues"
"1527","E3123801W000000000005364851231099","ENERCON GmbH","E-115 TES",3000,"27.06.2018",7231133,"49,842398","7,017516",149,115.72,723101133,54487,"Wintrich",3000,"2018-06-27",NA,10003764,6997084,7231,"Bernkastel-Wittlich",2332.36133333333,6997,723101,"Bernkastel-Kues"
"1528","E3123801W000000000005364851231100","ENERCON GmbH","E-115 TES",3000,"25.06.2018",7231133,"49,8468","6,97456",149,115.72,723101133,54487,"Wintrich",3000,"2018-06-25",NA,10003764,6997084,7231,"Bernkastel-Wittlich",2332.36133333333,6997,723101,"Bernkastel-Kues"
"1529","E3123801W000000000005364851231101","ENERCON GmbH","E-115 TES",3000,"28.06.2018",7231133,"49,850777","7,009939",149,115.72,723101133,54487,"Wintrich",3000,"2018-06-28",NA,10003764,6997111,7231,"Bernkastel-Wittlich",2332.37033333333,6997,723101,"Bernkastel-Kues"
"1530","E3123801W000000000005364851231102","ENERCON GmbH","E-115 TES",3000,"16.06.2018",7231133,"49,844554","6,979857",149,115.72,723101133,54487,"Wintrich",3000,"2018-06-16",NA,10003764,6997084,7231,"Bernkastel-Wittlich",2332.36133333333,6997,723101,"Bernkastel-Kues"
"1531","E3123801W000000000005364851231104","ENERCON GmbH","E-115 TES",3000,"11.06.2018",7231133,"49,841212","6,971901",149,115.72,723101133,54487,"Wintrich",3000,"2018-06-11",NA,10003764,6997111,7231,"Bernkastel-Wittlich",2332.37033333333,6997,723101,"Bernkastel-Kues"
"1532","E3123801W000000000005364851231106","ENERCON GmbH","E-115 TES",3000,"15.06.2018",7231133,"49,846313","7,015019",149,115.72,723101133,54487,"Wintrich",3000,"2018-06-15",NA,10003764,6997111,7231,"Bernkastel-Wittlich",2332.37033333333,6997,723101,"Bernkastel-Kues"
"1533","E3123801W000000000005365291210281","Vestas Deutschland GmbH","V136",3600,"01.02.2018",7232229,"50,168119","6,196456",149,136,723201201,54687,"Arzfeld",3600,"2018-02-01",NA,10003764,9668138,7232,"Eifelkreis Bitburg-Prüm",2685.59388888889,9668,723201,"Arzfeld"
"1534","E3123801W000000000005365291210283","Vestas Deutschland GmbH","V136",3600,"23.02.2018",7232229,"50,171247","6,202702",149,136,723201201,54687,"Arzfeld",3600,"2018-02-23",NA,10003764,9668138,7232,"Eifelkreis Bitburg-Prüm",2685.59388888889,9668,723201,"Arzfeld"
"1535","E3123801W000000000005365291210284","Vestas Deutschland GmbH","V136",3600,"21.02.2018",7232229,"50,172611","6,196207",149,136,723201201,54687,"Arzfeld",3600,"2018-02-21",NA,10003764,9668138,7232,"Eifelkreis Bitburg-Prüm",2685.59388888889,9668,723201,"Arzfeld"
"1536","E3123801W000000000005374811211078","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"04.02.2019",7232262,"50,127334","6,315615",149,136,723201201,54687,"Arzfeld",3600,"2019-02-04",NA,10003764,5450761,7232,"Eifelkreis Bitburg-Prüm",1514.10027777778,5451,723201,"Arzfeld"
"1537","E3123801W000000000005374811211079","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"28.02.2019",7232262,"50,12932","6,325649",149,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538","E3123801W000000000005374811211080","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"18.02.2019",7232262,"50,131733","6,331616",149,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","E3123801W000000000005374811211081","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"14.01.2019",7232262,"50,123982","6,319622",149,136,723201201,54687,"Arzfeld",3600,"2019-01-14",NA,10003764,6035880,7232,"Eifelkreis Bitburg-Prüm",1676.63333333333,6036,723201,"Arzfeld"
"1540","E3123801W000000000005374811211082","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"09.01.2019",7232262,"50,124914","6,328064",149,136,723201201,54687,"Arzfeld",3600,"2019-01-09",NA,10003764,6243155,7232,"Eifelkreis Bitburg-Prüm",1734.20972222222,6243,723201,"Arzfeld"
"1541","E3123801W000000000005374811211083","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"08.01.2019",7232201,"50,118336","6,325226",149,136,723201201,54687,"Arzfeld",3600,"2019-01-08",NA,10003764,6243155,7232,"Eifelkreis Bitburg-Prüm",1734.20972222222,6243,723201,"Arzfeld"
"1542","E3123801W000000000005515501204559","ENERCON GmbH","E-115",3000,"11.05.2018",7231087,"49,827564","7,020625",149,115,723100502,54497,"Morbach",3000,"2018-05-11",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723100,"vfr Bernkastel-Wittlich"
"1543","E3123801W000000000005515501221216","ENERCON GmbH","E-115",3000,"18.05.2018",7231012,"49,84106","7,026111",149,115,723101012,54472,"Brauneberg",3000,"2018-05-18",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723101,"Bernkastel-Kues"
"1544","E3123801W000000000005515501221217","ENERCON GmbH","E-115",3000,"23.05.2018",7231133,"49,841028","7,011062",149,115,723101133,54487,"Wintrich",3000,"2018-05-23",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723101,"Bernkastel-Kues"
"1545","E3123801W000000000005515501221218","ENERCON GmbH","E-115",3000,"11.06.2018",7231087,"49,823871","7,008276",149,115,723100502,54497,"Morbach",3000,"2018-06-11",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723100,"vfr Bernkastel-Wittlich"
"1546","E3123801W000000000005515501221220","ENERCON GmbH","E-115",3000,"15.06.2018",7231087,"49,827456","7,014317",149,115,723100502,54497,"Morbach",3000,"2018-06-15",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723100,"vfr Bernkastel-Wittlich"
"1547","E3123801W000000000005515501221221","ENERCON GmbH","E-115",3000,"26.06.2018",7231133,"49,832402","7,012167",149,115,723101133,54487,"Wintrich",3000,"2018-06-26",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723101,"Bernkastel-Kues"
"1548","E3123801W000000000005515501221222","ENERCON GmbH","E-115",3000,"26.06.2018",7231133,"49,833779","7,017451",149,115,723101133,54487,"Wintrich",3000,"2018-06-26",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723101,"Bernkastel-Kues"
"1549","E3123801W000000000005515501221223","ENERCON GmbH","E-115",3000,"27.03.2018",7231087,"49,832835","7,025361",149,115,723100502,54497,"Morbach",3000,"2018-03-27",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723100,"vfr Bernkastel-Wittlich"
"1550","E3123801W000000000005515501221224","ENERCON GmbH","E-115",3000,"06.06.2018",7231133,"49,837921","7,018756",149,115,723101133,54487,"Wintrich",3000,"2018-06-06",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723101,"Bernkastel-Kues"
"1551","E3123801W000000000005515501221225","ENERCON GmbH","E-115",3000,"18.05.2018",7231133,"49,835867","7,023819",149,115,723101133,54487,"Wintrich",3000,"2018-05-18",NA,10003764,7753610,7231,"Bernkastel-Wittlich",2584.53666666667,7754,723101,"Bernkastel-Kues"
"1552","E31280100000000000000000174201515","DeWind GmbH","D6",1250,"21.12.2002",7134033,"49,567652","7,21169",91.5,62,713401074,55776,"RÃ¼ckweiler",1250,"2002-12-20","11YR00000003039P",10003764,1950842,7134,"Birkenfeld",1560.6736,1951,713401,"Baumholder"
"1555","E31280100000000000000000251301517","GE Wind Energy GmbH","GE1.5sl",1500,"27.06.2003",7134042,"49,596368","7,206811",85,77,713401075,55776,"Ruschberg",1500,"2003-06-27","11YR00000003039P",10003764,2590699,7134,"Birkenfeld",1727.13266666667,2591,713401,"Baumholder"
"1556","E31280100000000000000000251301553","GE Wind Energy GmbH","GE1.5sl",1500,"02.12.2003",7134042,"49,596521","7,21032",85,77,713401075,55776,"Ruschberg",1500,"2003-12-02","11YR00000003039P",10003764,2590699,7134,"Birkenfeld",1727.13266666667,2591,713401,"Baumholder"
"1557","E31280100000000000000000251322342","GE Wind Energy GmbH","1,5 sl",1500,"16.07.2003",7134051,"49,599367","7,222215",85,77,713401075,55776,"Ruschberg",1500,"2003-07-16","11YR00000003039P",10003764,2590699,7134,"Birkenfeld",1727.13266666667,2591,713401,"Baumholder"
"1558","E31280100000000000000000251322857","Nordex SE","S77",1500,"31.03.2006",7134042,"49,596053","7,202344",100,77,713401075,55776,"Ruschberg",1500,"2006-03-31","11YR00000003039P",10003764,2619767,7134,"Birkenfeld",1746.51133333333,2620,713401,"Baumholder"
"1559","E31280100000000000000000331501459","Vestas Deutschland GmbH","V90",2000,"11.11.2004",7134020,"49,638191","7,209721",105,90,713402020,55765,"Dienstweiler",2000,"2004-11-11","11YR00000003039P",10003764,3349326,7134,"Birkenfeld",1674.663,3349,713402,"Birkefeld"
"1560","E31280100000000000000000331513065","Vestas Deutschland GmbH","V90",2000,"12.11.2004",7134020,"49,64136","7,214653",105,90,713402020,55765,"Dienstweiler",2000,"2004-11-12","11YR00000003039P",10003764,3349326,7134,"Birkenfeld",1674.663,3349,713402,"Birkefeld"
"1561","E31280100000000000000000331513066","Vestas Deutschland GmbH","V90",2000,"20.10.2004",7134020,"49,642184","7,205446",105,90,713402020,55765,"Dienstweiler",2000,"2004-10-20","11YR00000003039P",10003764,3349326,7134,"Birkenfeld",1674.663,3349,713402,"Birkefeld"
"1562","E31280100000000000000000331513067","Vestas Deutschland GmbH","V90",2000,"16.11.2004",7134020,"49,642056","7,210463",105,90,713402020,55765,"Dienstweiler",2000,"2004-11-16","11YR00000003039P",10003764,3349326,7134,"Birkenfeld",1674.663,3349,713402,"Birkefeld"
"1563","E31280100000000000000000584431564","Fuhrländer AG","FL MD 77",1500,"29.09.2006",7134019,"49,701702","7,409601",100,77,713405055,55758,"Mittelreidenbach",1500,"2006-09-28","11YR00000003039P",10003764,2750088,7134,"Birkenfeld",1833.392,2750,713405,"Herstein-Rhaunen"
"1564","E31280100000000000000000584431567","Fuhrländer AG","FL MD 77",1500,"29.09.2006",7134019,"49,701099","7,41553",100,77,713405055,55758,"Mittelreidenbach",1500,"2006-09-29","11YR00000003039P",10003764,2750088,7134,"Birkenfeld",1833.392,2750,713405,"Herstein-Rhaunen"
"1565","E31280100000000000000000843959621","Nordex SE","N100",2500,"15.06.2010",7134008,"49,570607","7,270193",100,100,713401026,55777,"Fohren-Linden",2500,"2010-06-15","11YR00000003039P",10003764,3417404,7134,"Birkenfeld",1366.9616,3417,713401,"Baumholder"
"1567","E31280100000000340000005110101196","ENERCON GmbH","Enercon 40",500,"29.06.1995",7134018,"49,627936","7,12756",50,40.3,713402018,55765,"Dambach",500,"1995-06-29","11YR00000003039P",10003764,552665,7134,"Birkenfeld",1105.33,553,713402,"Birkefeld"
"1568","E31280100000000340000005623701516","ENERCON GmbH","E-40",500,"20.12.1996",7134062,"49,698357","7,249995",50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569","E31280100000000340000005946201197","ENERCON GmbH","Enercon 40",500,"19.12.1996",7134042,"49,624862","7,203325",NA,40.3,713402042,55768,"HoppstÃ¤dten-Weiersbach",500,"1996-12-01","11YR00000003039P",10003764,580806,7134,"Birkenfeld",1161.612,581,713402,"Birkefeld"
"1570","E31280100000000340000005946222337","ENERCON GmbH","Enercon 40",500,"19.12.1996",7134042,"49,623569","7,204228",65,40.3,713402042,55768,"HoppstÃ¤dten-Weiersbach",500,"1996-12-01","11YR00000003039P",10003764,580806,7134,"Birkenfeld",1161.612,581,713402,"Birkefeld"
"1572","E31280100000000340000006639401325","ENERCON GmbH","Enercon 66",1500,"12.10.2000",7134054,"49,586467","7,331331",67,66,713401054,55777,"Mettweiler",1500,"2000-10-12","11YR00000003039P",10003764,2045664,7134,"Birkenfeld",1363.776,2046,713401,"Baumholder"
"1573","E31280100000000340000006639401420","ENERCON GmbH","E-58/10.58",1000,"06.05.2003",7134054,"49,58585","7,326792",70.5,58.6,713401054,55777,"Mettweiler",1000,"2003-05-07","11YR00000003039P",10003764,1698278,7134,"Birkenfeld",1698.278,1698,713401,"Baumholder"
"1574","E31280100000000340000006639401421","ENERCON GmbH","E-40/6.44",600,"06.05.2003",7134054,"49,58785","7,330864",77.7,44,713401054,55777,"Mettweiler",600,"2003-05-06","11YR00000003039P",10003764,960733,7134,"Birkenfeld",1601.22166666667,961,713401,"Baumholder"
"1575","E31280100000000340000006640022339","ENERCON GmbH","Enercon 40",500,"01.12.1996",7134054,"49,587714","7,323148",NA,40.3,713401054,55777,"Mettweiler",500,"1996-12-01","11YR00000003039P",10003764,796658,7134,"Birkenfeld",1593.316,797,713401,"Baumholder"
"1576","E31280110000000000000000174201515","DeWind GmbH","D6",1250,"21.12.2002",7134033,"49,566232","7,213383",91.5,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582","E31495010000000000060208034400000","AN-Maschinenbau- und Umweltschutzanlagen GmbH","Bonus 1300",1300,"19.09.2001",7141010,"50,256844","8,016799",59,62,714111010,56368,"Berghausen",1300,"2001-10-25","11YR00000001715L",10001495,1424441,7141,"Rhein-Lahn",1095.72384615385,1424,714111,"Aar-Einrich"
"1586","E31495010000000000060208043100000","ENERCON GmbH","ENERCON-40 E2 6.44",600,"15.03.2002",7141117,"50,236944","7,945",65,44,714111117,56370,"Rettert",600,"2002-03-12","11YR00000001715L",10001495,887764,7141,"Rhein-Lahn",1479.60666666667,888,714111,"Aar-Einrich"
"1587","E31495010000000000060208047000000","Fuhrländer AG","FL1000",1000,"27.09.2001",7141011,"50,243078","7,974453",70,54,714111011,56370,"Berndroth",3000,"2001-09-27","11YR00000001715L",10001495,2975282,7141,"Rhein-Lahn",991.760666666667,2975,714111,"Aar-Einrich"
"1588","E31495010000000000060208047600000","NEG Micon Deutschland GmbH","NM 52-0.9",900,"27.12.2001",7141038,"50,394061","7,930412",73.8,52.2,714103038,65558,"Eppenrod",3900,"2001-12-17","11YR00000001715L",10001495,4380374,7141,"Rhein-Lahn",1123.17282051282,4380,714103,"Diez"
"1590","E31495010000000000060235572900000","ENERCON GmbH","E-53",800,"20.12.2013",7141011,"50,246624","7,97376",73,53,714111088,56370,"Mittelfischbach",808,"2013-12-19","11YR00000001715L",10001495,1079982,7141,"Rhein-Lahn",1336.61138613861,1080,714111,"Aar-Einrich"
"1592","E31654010000000000000031736000961","Nordex Energy GmbH","N 90",2300,"29.12.2006",7134026,"49,576389","7,271667",100,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","E32954010000000000001603603000001","Nordex Energy GmbH","N117/2400",2400,"09.06.2016",7338015,"49,589912","8,303337",141,116.8,731900000,67547,"Worms",2400,"2016-06-09",NA,10002954,4836034.5,7319,"Worms",2015.014375,4836,731900,"Worms"
"1596","E32954010000000000001603603000002","Nordex SE","N117/2400",2400,"09.06.2016",7338015,"49,58962","8,295192",141,116.8,731900000,67547,"Worms",2400,"2016-06-09",NA,10002954,4836034.5,7319,"Worms",2015.014375,4836,731900,"Worms"
"1597","E32954010000000000001603603000003","Nordex SE","N117/2400",2400,"16.06.2016",7338015,"49,586708","8,298443",141,116.8,731900000,67547,"Worms",2400,"2016-06-16",NA,10002954,4836034.5,7319,"Worms",2015.014375,4836,731900,"Worms"
"1598","E32954010000000000001603603000004","Nordex SE","N117/2400",2400,"20.06.2016",7338015,"49,58304","8,298814",141,116.8,731900000,67547,"Worms",2400,"2016-06-20",NA,10002954,4836034.5,7319,"Worms",2015.014375,4836,731900,"Worms"
"1602","E32954010000000000003610200900001","ENERCON GmbH","E-92",2350,"23.12.2013",7339066,"49,773","8,302",138,92,733907066,67587,"Wintersheim",2350,"2013-12-16","11YR00000002978L",10002954,4762758,7339,"Mainz-Bingen",2026.70553191489,4763,733907,"Rhein-Selz"
"1604","E32954010000000000003613500500001","ENERCON GmbH","E-101",3050,"29.09.2013",7339028,"49,777756","8,307269",135,101,733907024,67583,"Guntersblum",3050,"2013-09-23","11YR00000002978L",10002954,5587294,7339,"Mainz-Bingen",1831.89967213115,5587,733907,"Rhein-Selz"
